"Category","File","GroupType","GroupName","Line"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"157"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"156"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"155"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"154"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"141"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"153"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"151"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"150"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"149"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"148"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"147"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"144"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"152"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"120"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"146"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"118"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"94"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"119"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"92"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"90"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"88"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"87"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"95"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"86"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"84"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"83"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"82"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"81"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"80"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"78"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"85"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"96"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"91"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"98"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"116"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"115"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"97"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"113"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"111"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"110"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"109"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"108"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"114"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"106"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"100"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"107"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"102"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"101"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"104"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","SGroup",,"103"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","EGroup","eg_cocherel","161"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","EGroup","eg_croisy","160"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","EGroup","eg_jouy","159"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","EGroup","eg_monastery","162"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","EGroup","eg_target_holysites","1588"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain_data.scar","SGroup",,"54"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain_data.scar","SGroup",,"62"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain_data.scar","SGroup",,"61"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain_data.scar","SGroup",,"60"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain_data.scar","SGroup",,"57"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain_data.scar","SGroup",,"56"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain_data.scar","SGroup",,"55"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain_data.scar","SGroup",,"53"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain_data.scar","SGroup",,"59"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain_data.scar","SGroup",,"51"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain_data.scar","SGroup",,"40"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain_data.scar","SGroup",,"39"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain_data.scar","SGroup",,"38"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain_data.scar","SGroup",,"52"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain_data.scar","SGroup",,"37"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain_data.scar","SGroup",,"36"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain_data.scar","SGroup",,"35"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain_data.scar","EGroup","eg_player_market","67"
"campaign","scenarios\campaign\hundred\hun_chp3_orleans\hun_chp3_orleans_data.scar","SGroup",,"53"
"campaign","scenarios\campaign\hundred\hun_chp3_orleans\hun_chp3_orleans_data.scar","SGroup",,"52"
"campaign","scenarios\campaign\hundred\hun_chp3_orleans\hun_chp3_orleans_data.scar","SGroup",,"51"
"campaign","scenarios\campaign\hundred\hun_chp3_orleans\hun_chp3_orleans_data.scar","SGroup",,"50"
"campaign","scenarios\campaign\hundred\hun_chp3_orleans\hun_chp3_orleans_data.scar","SGroup",,"49"
"campaign","scenarios\campaign\hundred\hun_chp3_orleans\hun_chp3_orleans_data.scar","SGroup",,"48"
"campaign","scenarios\campaign\hundred\hun_chp3_orleans\hun_chp3_orleans_data.scar","SGroup",,"47"
"campaign","scenarios\campaign\hundred\hun_chp3_orleans\hun_chp3_orleans_data.scar","SGroup",,"45"
"campaign","scenarios\campaign\hundred\hun_chp3_orleans\hun_chp3_orleans_data.scar","SGroup",,"44"
"campaign","scenarios\campaign\hundred\hun_chp3_orleans\hun_chp3_orleans_data.scar","SGroup",,"46"
"campaign","scenarios\campaign\hundred\hun_chp3_orleans\hun_chp3_orleans_data.scar","SGroup",,"42"
"campaign","scenarios\campaign\hundred\hun_chp3_orleans\hun_chp3_orleans_data.scar","SGroup",,"41"
"campaign","scenarios\campaign\hundred\hun_chp3_orleans\hun_chp3_orleans_data.scar","SGroup",,"40"
"campaign","scenarios\campaign\hundred\hun_chp3_orleans\hun_chp3_orleans_data.scar","SGroup",,"39"
"campaign","scenarios\campaign\hundred\hun_chp3_orleans\hun_chp3_orleans_data.scar","SGroup",,"38"
"campaign","scenarios\campaign\hundred\hun_chp3_orleans\hun_chp3_orleans_data.scar","SGroup",,"37"
"campaign","scenarios\campaign\hundred\hun_chp3_orleans\hun_chp3_orleans_data.scar","SGroup",,"36"
"campaign","scenarios\campaign\hundred\hun_chp3_orleans\hun_chp3_orleans_data.scar","SGroup",,"35"
"campaign","scenarios\campaign\hundred\hun_chp3_orleans\hun_chp3_orleans_data.scar","SGroup",,"43"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"144"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"143"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"142"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"141"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"139"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"138"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"133"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"135"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"134"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"130"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"168"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"146"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"137"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"147"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"166"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"149"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"151"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"152"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"153"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"154"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"156"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"158"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"160"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"161"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"162"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"164"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"165"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"167"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"129"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"148"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"127"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"131"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"125"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"126"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"90"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"91"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"92"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"93"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"94"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"96"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"97"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"99"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"100"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"101"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"102"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"103"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"104"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"105"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"88"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"107"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"106"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"122"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"121"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"119"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"118"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"117"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"123"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"115"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"113"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"112"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"111"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"110"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"116"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_data.scar","SGroup",,"109"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay.scar","SGroup",,"561"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"166"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"165"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"164"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"162"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"157"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"160"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"158"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"156"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"154"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"168"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"161"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"169"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"180"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"172"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"173"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"174"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"175"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"178"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"179"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"181"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"182"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"183"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"184"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"185"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"189"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"152"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"170"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"149"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"146"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"147"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"114"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"115"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"116"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"118"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"120"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"122"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"123"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"124"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"125"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"127"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"128"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"113"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"129"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"133"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"134"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"135"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"138"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"139"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"140"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"141"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"142"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"143"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"144"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"145"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"132"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny_data.scar","SGroup",,"148"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny.scar","EGroup","eg_formigny_gate","374"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"1163"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"114"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"1164"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"116"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"118"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"119"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"120"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"122"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"123"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"129"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"130"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"131"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"113"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"132"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"134"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"135"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"136"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"137"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"138"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"140"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"141"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"142"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"143"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"144"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"145"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"133"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"112"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"115"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"109"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"110"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"76"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"77"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"78"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"79"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"80"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"82"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"83"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"84"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"86"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"87"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"89"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","SGroup",,"92"
