"Category","File","FileName","Function","Params","Line","Visibility","FileRole"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","obj_economy_darkage.scar","BuildLumberCamp_UI","","351","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","obj_economy_darkage.scar","BuildLumberCamp_Start","","355","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","obj_economy_darkage.scar","StartTipLumberCamp","","360","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","obj_economy_darkage.scar","BuildLumberCamp_OnComplete","","366","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","obj_economy_darkage.scar","BuildFarms_UI","","372","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","obj_economy_darkage.scar","BuildFarms_Start","","376","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","obj_economy_darkage.scar","MonitorNumberFarms","","383","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","obj_economy_darkage.scar","StartTip_BuildFarms","","424","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","obj_economy_darkage.scar","BuildFarms_OnComplete","","431","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","obj_economy_darkage.scar","GatherWood_UI","","436","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","obj_economy_darkage.scar","GatherWood_Start","","442","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","obj_economy_darkage.scar","WoodHint","","449","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","obj_economy_darkage.scar","GatherWood_Monitor","","455","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","obj_economy_darkage.scar","GatherWood_OnComplete","","475","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","obj_economy_darkage.scar","BuildHouses_UI","","480","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","obj_economy_darkage.scar","BuildHouses_Start","","484","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","obj_economy_darkage.scar","BuildHouses_OnComplete","","490","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_economy_darkage.scar","obj_economy_darkage.scar","IntroEconomy_OnComplete","","499","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_explore_darkage.scar","obj_explore_darkage.scar","IntroExploreDarkAge_InitObjectives","","6","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_explore_darkage.scar","obj_explore_darkage.scar","ProduceScout_UI","","145","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_explore_darkage.scar","obj_explore_darkage.scar","ProduceScout_Start","","149","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_explore_darkage.scar","obj_explore_darkage.scar","ScoutHint","","155","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_explore_darkage.scar","obj_explore_darkage.scar","ProduceScout_Monitor","","162","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_explore_darkage.scar","obj_explore_darkage.scar","ProduceScout_OnComplete","","185","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_explore_darkage.scar","obj_explore_darkage.scar","FindGoldDeposit_UI","","190","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_explore_darkage.scar","obj_explore_darkage.scar","FindGoldDeposit_Start","","194","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_explore_darkage.scar","obj_explore_darkage.scar","FindGoldTip","","198","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_explore_darkage.scar","obj_explore_darkage.scar","FindGoldDeposit_OnComplete","","204","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_explore_darkage.scar","obj_explore_darkage.scar","BuildMine_UI","","208","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_explore_darkage.scar","obj_explore_darkage.scar","BuildMine_Start","","212","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_explore_darkage.scar","obj_explore_darkage.scar","StartTip_BuildMine","","220","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_explore_darkage.scar","obj_explore_darkage.scar","BuildMine_OnComplete","","224","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_explore_darkage.scar","obj_explore_darkage.scar","GatherGold_UI","","230","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_explore_darkage.scar","obj_explore_darkage.scar","GatherGold_Start","","236","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_explore_darkage.scar","obj_explore_darkage.scar","GatherGold_Monitor","","243","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_explore_darkage.scar","obj_explore_darkage.scar","GoldTip","","262","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_explore_darkage.scar","obj_explore_darkage.scar","GatherGold_OnComplete","","271","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_explore_darkage.scar","obj_explore_darkage.scar","IntroExploring_OnComplete","","278","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_military_feudal.scar","obj_military_feudal.scar","IntroLearnSpearman_InitObjectives","","8","public","feudal"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_military_feudal.scar","obj_military_feudal.scar","BuildBarrack_UI","","136","public","feudal"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_military_feudal.scar","obj_military_feudal.scar","BuildBarrack_Start","","140","public","feudal"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_military_feudal.scar","obj_military_feudal.scar","BarracksTip","","147","public","feudal"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_military_feudal.scar","obj_military_feudal.scar","Monitor_AmountVillagers","","163","public","feudal"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_military_feudal.scar","obj_military_feudal.scar","BuildBarrack_OnComplete","","173","public","feudal"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_military_feudal.scar","obj_military_feudal.scar","ProduceSpearmen_UI","","177","public","feudal"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_military_feudal.scar","obj_military_feudal.scar","ProduceSpearmen_Start","","183","public","feudal"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_military_feudal.scar","obj_military_feudal.scar","SpearmenTip","","188","public","feudal"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_military_feudal.scar","obj_military_feudal.scar","ProduceSpearmen_Monitor","","195","public","feudal"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_military_feudal.scar","obj_military_feudal.scar","ProduceSpearmen_OnComplete","","217","public","feudal"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_military_feudal.scar","obj_military_feudal.scar","DestroyThePallisade_UI","","227","public","feudal"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_military_feudal.scar","obj_military_feudal.scar","DestroyPallisade_EntityKill","context","233","public","feudal"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_military_feudal.scar","obj_military_feudal.scar","SeePalisade_Monitor","","247","public","feudal"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_military_feudal.scar","obj_military_feudal.scar","DestroyThePallisade_OnComplete","","261","public","feudal"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_military_feudal.scar","obj_military_feudal.scar","IntroLearnSpearman_OnComplete","","267","public","feudal"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_military_feudal.scar","obj_military_feudal.scar","WaitBeforeStartNextAttackObj","","274","public","feudal"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_progress_castleage.scar","obj_progress_castleage.scar","IntroProgressCastleAge_InitObjectives","","7","public","castleage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_progress_castleage.scar","obj_progress_castleage.scar","AgeUpCastle_UI","","71","public","castleage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_progress_castleage.scar","obj_progress_castleage.scar","AgeUpCastle_Start","","75","public","castleage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_progress_castleage.scar","obj_progress_castleage.scar","CastleAgeTip","","82","public","castleage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_progress_castleage.scar","obj_progress_castleage.scar","AgeUpCastle_Monitor","","89","public","castleage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_progress_castleage.scar","obj_progress_castleage.scar","AgeUpCastle_OnComplete","","102","public","castleage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_progress_castleage.scar","obj_progress_castleage.scar","IntroProgressToCastleAge_OnComplete","","107","public","castleage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_progress_castleage.scar","obj_progress_castleage.scar","ProgressAgeCastle_OnConstructionStart","context","112","public","castleage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_progress_castleage.scar","obj_progress_castleage.scar","ProgressAgeCastle_OnConstructionCancelled","context","137","public","castleage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_progress_feudalage.scar","obj_progress_feudalage.scar","IntroProgressFeudalAge_InitObjectives","","9","public","feudalage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_progress_feudalage.scar","obj_progress_feudalage.scar","AgeUpFeudal_UI","","69","public","feudalage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_progress_feudalage.scar","obj_progress_feudalage.scar","AgeUpFeudal_Start","","73","public","feudalage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_progress_feudalage.scar","obj_progress_feudalage.scar","MonitorFood","","82","public","feudalage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_progress_feudalage.scar","obj_progress_feudalage.scar","MonitorWood","","100","public","feudalage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_progress_feudalage.scar","obj_progress_feudalage.scar","AgeUpFeudal_Monitor","","119","public","feudalage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_progress_feudalage.scar","obj_progress_feudalage.scar","AgeUpFeudal_OnComplete","","129","public","feudalage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_progress_feudalage.scar","obj_progress_feudalage.scar","IntroProgressToFeudalAge_OnComplete","","136","public","feudalage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_progress_feudalage.scar","obj_progress_feudalage.scar","AddLandmarkHintpoint","","142","public","feudalage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_progress_feudalage.scar","obj_progress_feudalage.scar","ProgressAgeFeudal_OnConstructionStart","context","146","public","feudalage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_progress_feudalage.scar","obj_progress_feudalage.scar","ProgressAgeFeudal_OnConstructionCancelled","context","171","public","feudalage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_tip_darkage.scar","obj_tip_darkage.scar","IntroTipsDarkAge_InitObjectives","","7","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_tip_darkage.scar","obj_tip_darkage.scar","TipBuildFarms_OnComplete","","142","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_tip_darkage.scar","obj_tip_darkage.scar","TipGatherFood_OnComplete","","146","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_tip_darkage.scar","obj_tip_darkage.scar","TipBuildHouses_OnComplete","","150","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_tip_darkage.scar","obj_tip_darkage.scar","TipBuildMiningCamp_OnComplete","","154","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_tip_darkage.scar","obj_tip_darkage.scar","TipGatherGold_OnComplete","","158","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_tip_darkage.scar","obj_tip_darkage.scar","TipBuildMill_OnComplete","","162","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_tip_darkage.scar","obj_tip_darkage.scar","TipAgeUpFeudal_OnComplete","","166","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_tip_darkage.scar","obj_tip_darkage.scar","TipAgeUpFeudalMoreVillagers_OnComplete","","170","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_tip_darkage.scar","obj_tip_darkage.scar","StartTipMill","","174","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_tip_darkage.scar","obj_tip_darkage.scar","TipBuildLumberCamp_OnComplete","","182","public","darkage"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_tip_feudal.scar","obj_tip_feudal.scar","IntroTipsFeudal_InitObjectives","","7","public","feudal"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_tip_feudal.scar","obj_tip_feudal.scar","TipNotEnoughFood_OnComplete","","187","public","feudal"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_tip_feudal.scar","obj_tip_feudal.scar","TipNotEnoughWood_OnComplete","","191","public","feudal"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_tip_feudal.scar","obj_tip_feudal.scar","TipDoubleClickSelect_OnComplete","","195","public","feudal"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_tip_feudal.scar","obj_tip_feudal.scar","TipMakeMoreVillagers_OnComplete","","199","public","feudal"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_tip_feudal.scar","obj_tip_feudal.scar","TipAttackPalisade_OnComplete","","203","public","feudal"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_tip_feudal.scar","obj_tip_feudal.scar","TipBuildBarracks_OnComplete","","207","public","feudal"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_tip_feudal.scar","obj_tip_feudal.scar","TipProduceSpearmen_OnComplete","","211","public","feudal"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_tip_feudal.scar","obj_tip_feudal.scar","Tip_AttackMove_OnComplete","","215","public","feudal"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_tip_feudal.scar","obj_tip_feudal.scar","TipBuildStables_OnComplete","","219","public","feudal"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_tip_feudal.scar","obj_tip_feudal.scar","TipBuildArcheryRange_OnComplete","","223","public","feudal"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_tip_feudal.scar","obj_tip_feudal.scar","TipBuildMultipleStables_OnComplete","","227","public","feudal"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Disable_CoreTutorials_MinusExceptions","","44","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Tutorials_MissionZero_GatherFood","","113","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","MissionZero_GatherFoodTrigger","goalSequence","155","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Predicate_AVillagerIsGatheringFood","goal","166","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","IgnorePredicate_FoodGathered","goalSequence","170","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Tutorials_MissionZero_SelectDragUnits","","178","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","MissionZero_BandboxTrigger","goalSequence","205","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","MissionZero_UserHasMultiselected","goal","238","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Tutorials_MissionZero_HighlightVillagers","","246","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","MissionZero_VillagerLessonTrigger","goalSequence","287","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Predicate_VillagersBuilt","goal","297","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","IgnorePredicate_VillagersBuilt","goalSequence","304","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Tutorials_MissionZero_IdleVillagers","","324","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","MissionZero_IdleLessonTrigger","goalSequence","366","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Predicate_IdleVillagerSelected","goal","381","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Predicate_SelectedVillagerNotIdle","goal","411","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Tutorials_MissionZero_HighlightMill","","423","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","MissionZero_MillLessonTrigger","goalSequence","476","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Predicate_MillPlaced","goal","486","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","IgnorePredicate_MillBuilt","goalSequence","492","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Tutorials_MissionZero_GatherWood","","511","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","MissionZero_GatherWoodTrigger","goalSequence","553","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Predicate_AVillagerIsGatheringWood","goal","564","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","IgnorePredicate_WoodGathered","goalSequence","568","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Tutorials_MissionZero_HighlightLumberCamp","","578","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","MissionZero_LumberLessonTrigger","goalSequence","629","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Predicate_LumberCampPlaced","goal","640","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","IgnorePredicate_LumberBuilt","goalSequence","647","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Tutorials_MissionZero_HighlightHouses","","665","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","MissionZero_HouseLessonTrigger","goalSequence","718","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Predicate_HousePlaced","goal","728","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","IgnorePredicate_HousesBuilt","goalSequence","739","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Tutorials_MissionZero_HighlightFarm","","760","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","MissionZero_FarmLessonTrigger","goalSequence","811","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Predicate_FarmPlaced","goal","860","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","IgnorePredicate_FarmsBuilt","goalSequence","867","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Tutorials_MissionZero_BuildHouseIncreasePopCap","","887","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","MissionZero_PopCapTrigger","goalSequence","939","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Predicate_HasEnoughPopCap","goal","965","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","IgnorePredicate_PopCapLessonLearned","goalSequence","976","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Tutorials_MissionZero_HighlightScout","","987","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","MissionZero_ScoutLessonTrigger","goalSequence","1028","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Predicate_ScoutBuilt","goal","1038","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","IgnorePredicate_ScoutBuilt","goalSequence","1045","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Tutorials_MissionZero_HighlightMine","","1063","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","MissionZero_MineLessonTrigger","goalSequence","1114","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Predicate_MinePlaced","goal","1125","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","IgnorePredicate_MineBuilt","goalSequence","1133","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Tutorials_MissionZero_GatherGold","","1150","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","MissionZero_GatherGoldTrigger","goalSequence","1192","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Predicate_AVillagerIsGatheringGold","goal","1203","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","IgnorePredicate_GoldGathered","goalSequence","1207","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Tutorials_MissionZero_HighlightAgeUp","","1215","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","MissionZero_AgeUpFeudalTrigger","goalSequence","1268","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Predicate_FeudalLandmarkBeingPlaced","goal","1278","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Predicate_FeudalLandmarkPlaced","goal","1286","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","IgnorePredicate_AgeUpFeudalBuilt","goalSequence","1293","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Tutorials_MissionZero_HighlightBarracks","","1305","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","UserHasSelectedAVillagerBarracks_MissionZero","goalSequence","1335","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Predicate_BarracksBuilt","goal","1347","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","IgnorePredicate_BarracksBuilt","goalSequence","1354","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Tutorials_MissionZero_HighlightSpearman","","1369","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","UserHasSelectedTCForSpearman_MissionZero","goalSequence","1404","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Predicate_BarracksSelected","goal","1415","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Predicate_SpearmanBuilt","goal","1419","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","IgnorePredicate_SpearmanBuilt","goalSequence","1426","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Tutorials_MissionZero_ControlGroups","","1442","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","MissionZero_ControlGroups_Trigger","goalSequence","1505","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","MissionZero_ControlGroupSelectedCallback","controlGroupIndex","1557","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Predicate_ControlGroup1IsPopulated","goal","1569","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Predicate_ControlGroup1Clicked","goal","1573","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","IgnorePredicate_ControlGroupsLessonComplete","goalSequence","1577","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","MissionZero_DoesUserHaveControlGroup","index","1588","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Tutorials_MissionZero_AttackPalisade","","1618","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","MissionZero_AttackLessonTrigger","goalSequence","1664","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","ListenForAttack","context","1693","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Predicate_SpearmanSelected","goal","1702","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","Predicate_SpearmanAttacking","goal","1709","public","missionzero"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training_missionzero.scar","IgnorePredicate_AttackUsed","goalSequence","1714","public","missionzero"
