"race_name","civ_code","menu_prefix","age_type","menu_group","menu_type","building_age","building_id","building_name","attrib_name","pbgid","is_landmark","wonder_age","classes"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age3_wonders","landmark","3","foreign-engineering-company","Foreign Engineering Company","building_landmark_age3_eastern_merc_house_byz_ha_mac","9000940","True","3","age3_landmark1;audio_production_landmark;building;landmark;select_special_building;siege_production_landmark;siegeable;town_center_or_landmark;wonder;wonder_castle_age"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age3_wonders","landmark","3","palatine-school","Palatine School","building_landmark_age3_western_merc_house_byz_ha_mac","9000941","True","3","age3_landmark1;audio_production_landmark;building;landmark;select_special_building;siegeable;town_center_or_landmark;wonder;wonder_castle_age"
"byzantine_ha_mac","mac","byz_ha_mac_","landmark","byz_ha_mac_age4","wonder","4","cathedral-of-divine-wisdom","Cathedral of Divine Wisdom","building_wonder_age4_hagia_sophia_byz_ha_mac","9000954","False","0","audio_production_landmark;building;select_special_building;siegeable;wonder;wonder_imperial_age"
"chinese","ch","chi_","landmark","chi_age1","dark_age","1","barracks","Barracks","building_unit_infantry_control_chi","145521","False","0","barracks;building;military_only_production;military_production_building;production_building;scar_barracks;siegeable"
"chinese","ch","chi_","landmark","chi_age1","dark_age","1","capital-town-center","Capital Town Center","building_town_center_capital_chi","181134","False","0","building;defensive_structure;emits_herding_interest;has_default_building_weapons;hq;land_food_deposit_4_by_4;landmark;production_building;resource_drop_off;select_special_building;siegeable;town_bell_target;town_center;town_center_capital;town_center_or_landmark"
"chinese","ch","chi_","landmark","chi_age1","dark_age","1","dock","Dock","building_unit_naval_chi","193145","False","0","building;military_only_production;naval_production_building;production_building;resource_drop_off;scar_dock;siegeable;trade_dock;trade_post"
"chinese","ch","chi_","landmark","chi_age1","dark_age","1","farm","Farm","building_resource_farm_chi","145512","False","0","building;farm;farm_field;resource;siegeable"
"chinese","ch","chi_","landmark","chi_age1","dark_age","1","granary","Granary","building_dynasty_granary_control_chi","156481","False","0","building;economy_building;granary;gristmill;land_food_deposit_4_by_4;mill;resource_drop_off;siegeable"
"chinese","ch","chi_","landmark","chi_age1","dark_age","1","house","House","building_house_control_chi","145511","False","0","building;house;scar_house;siegeable"
"chinese","ch","chi_","landmark","chi_age1","dark_age","1","lumber-camp","Lumber Camp","building_econ_wood_control_chi","144678","False","0","building;economy_building;lumber_camp;resource_drop_off;scar_lumbercamp;siegeable"
"chinese","ch","chi_","landmark","chi_age1","dark_age","1","mill","Mill","building_econ_food_control_chi","144662","False","0","building;economy_building;emits_herding_interest;gristmill;land_food_deposit_2_by_2;mill;resource_drop_off;scar_gristmill;siegeable"
"chinese","ch","chi_","landmark","chi_age1","dark_age","1","mining-camp","Mining Camp","building_econ_mining_camp_control_chi","144677","False","0","building;economy_building;gold_mining_camp;mining_camp;resource_drop_off;scar_miningcamp;siegeable;stone_mining_camp"
"chinese","ch","chi_","landmark","chi_age1","dark_age","1","outpost","Outpost","building_defense_outpost_chi","144652","False","0","building;defensive_structure;military;outpost;scar_outpost;siegeable;tower;town_bell_target"
"chinese","ch","chi_","landmark","chi_age1","dark_age","1","pagoda","Pagoda","building_dynasty_pagoda_control_chi","156488","False","0","building;pagoda_chi;relic_dropoff;siegeable"
"chinese","ch","chi_","landmark","chi_age1","dark_age","1","palisade","Palisade","building_defense_palisade_chi","144654","False","0","building;defensive_structure;palisade_wall;palisade_wall_section;siegeable;wall"
"chinese","ch","chi_","landmark","chi_age1","dark_age","1","palisade-gate","Palisade Gate","building_defense_palisade_gate_chi","144656","False","0","building;defensive_structure;gate;palisade_gate;siegeable;wall"
"chinese","ch","chi_","landmark","chi_age1","dark_age","1","stable","Stable","building_unit_cavalry_control_chi","145520","False","0","building;military_only_production;military_production_building;packable_building;production_building;scar_stable;siegeable;stable"
"chinese","ch","chi_","landmark","chi_age1","dark_age","1","town-center","Town Center","building_town_center_chi","137295","False","0","building;emits_herding_interest;has_default_building_weapons;hq;land_food_deposit_4_by_4;production_building;resource_drop_off;scar_town_center;siegeable;town_bell_target;town_center;town_center_non_capital;town_center_or_landmark"
"chinese","ch","chi_","landmark","chi_age1","dark_age","1","village","Village","building_dynasty_village_control_chi","156484","False","0","building;house;siegeable;town_bell_target"
"chinese","ch","chi_","landmark","chi_age1_wonders","landmark","1","barbican-of-the-sun","Barbican of the Sun","building_landmark_age1_gatehouse_control_chi","145550","True","1","age1_landmark1;audio_production_landmark;barbican_of_the_sun;building;defensive_structure;landmark;select_special_building;siegeable;town_bell_target;town_center_or_landmark;wonder;wonder_dark_age"
"chinese","ch","chi_","landmark","chi_age1_wonders","landmark","1","imperial-academy","Imperial Academy","building_landmark_age1_academy_control_chi","145539","True","1","age1_landmark1;audio_production_landmark;building;imperial_academy;landmark;select_special_building;siegeable;town_center_or_landmark;wonder;wonder_dark_age"
"chinese","ch","chi_","landmark","chi_age2","regular","2","archery-range","Archery Range","building_unit_ranged_control_chi","145531","False","0","archery_range;building;military_only_production;military_production_building;production_building;scar_archeryrange;siegeable"
"chinese","ch","chi_","landmark","chi_age2","regular","2","blacksmith","Blacksmith","building_tech_unit_infantry_control_chi","145515","False","0","blacksmith;building;research_building;scar_blacksmith;siegeable"
"chinese","ch","chi_","landmark","chi_age2","regular","2","market","Market","building_econ_market_control_chi","144675","False","0","building;economy_building;exchange;market_keybinding;scar_market;siegeable;trade_post"
"chinese","ch","chi_","landmark","chi_age2","regular","2","stone-wall","Stone Wall","building_defense_wall_chi","144659","False","0","building;defensive_structure;siegeable;stone_wall;stone_wall_section;wall"
"chinese","ch","chi_","landmark","chi_age2","regular","2","stone-wall-gate","Stone Wall Gate","building_defense_wall_gate_chi","144660","False","0","building;defensive_structure;gate;siegeable;stone_gate;wall"
"chinese","ch","chi_","landmark","chi_age2","regular","2","stone-wall-tower","Stone Wall Tower","building_defense_tower_chi","144657","False","0","building;defensive_structure;has_default_building_weapons;military;siegeable;stone_wall_tower;tower"
"chinese","ch","chi_","landmark","chi_age2_wonders","landmark","2","astronomical-clocktower","Astronomical Clocktower","building_landmark_age2_clocktower_control_chi","145548","True","2","age2_landmark1;audio_production_landmark;building;landmark;military_production_building;select_special_building;siege_production_landmark;siegeable;town_center_or_landmark;wonder;wonder_feudal_age"
"chinese","ch","chi_","landmark","chi_age2_wonders","landmark","2","imperial-palace","Imperial Palace","building_landmark_age2_palace_control_chi","145547","True","2","age2_landmark1;audio_production_landmark;building;imperial_palace;landmark;select_special_building;siegeable;town_center_or_landmark;wonder;wonder_feudal_age"
"chinese","ch","chi_","landmark","chi_age3","regular","3","keep","Keep","building_defense_keep_chi","144648","False","0","building;castle;defensive_structure;has_default_building_weapons;military;scar_keep;siegeable;town_bell_target"
"chinese","ch","chi_","landmark","chi_age3","regular","3","monastery","Monastery","building_unit_religious_control_chi","145535","False","0","building;monastery;production_building;relic_dropoff;scar_monastery;select_all_monastery;siegeable"
"chinese","ch","chi_","landmark","chi_age3","regular","3","siege-workshop","Siege Workshop","building_unit_siege_control_chi","145536","False","0","building;military_only_production;military_production_building;production_building;scar_siegeworkshop;siege_workshop;siegeable"
"chinese","ch","chi_","landmark","chi_age3_wonders","landmark","3","great-wall-gatehouse","Great Wall Gatehouse","building_landmark_age3_great_wall_control_chi","145549","True","3","audio_production_landmark;building;defensive_structure;gate;great_wall_gatehouse;landmark;siegeable;stone_gate;town_center_or_landmark;wonder;wonder_castle_age"
"chinese","ch","chi_","landmark","chi_age3_wonders","landmark","3","spirit-way","Spirit Way","building_landmark_age3_spirit_way_control_chi","145538","True","3","age3_landmark1;audio_production_landmark;building;landmark;select_special_building;siegeable;spirit_way;town_center_or_landmark;wonder;wonder_castle_age"
"chinese","ch","chi_","landmark","chi_age4","wonder","4","enclave-of-the-emperor","Enclave of the Emperor","building_wonder_age4_forbidden_control_chi","145552","False","0","audio_production_landmark;building;select_special_building;siegeable;wonder;wonder_imperial_age"
"chinese","ch","chi_","landmark","chi_age4","regular","4","university","University","building_tech_university_control_chi","145519","False","0","building;research_building;scar_university;siegeable;university"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age1","dark_age","1","barracks","Barracks","building_unit_infantry_control_chi_ha_01","4586329","False","0","barracks;building;military_only_production;military_production_building;production_building;scar_barracks;siegeable"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age1","dark_age","1","capital-town-center","Capital Town Center","building_town_center_capital_chi_ha_01","5231702","False","0","building;defensive_structure;emits_herding_interest;has_default_building_weapons;hq;land_food_deposit_4_by_4;landmark;production_building;resource_drop_off;select_special_building;siegeable;town_bell_target;town_center;town_center_capital;town_center_or_landmark"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age1","dark_age","1","dock","Dock","building_unit_naval_chi_ha_01","2760206","False","0","building;military_only_production;naval_production_building;production_building;resource_drop_off;scar_dock;siegeable;trade_dock;trade_post"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age1","dark_age","1","farm","Farm","building_resource_farm_chi_ha_01","5000269","False","0","building;farm;farm_field;resource;siegeable"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age1","dark_age","1","granary","Granary","building_dynasty_granary_control_chi_ha_01","7869339","False","0","building;economy_building;granary;gristmill;land_food_deposit_4_by_4;mill;resource_drop_off;siegeable"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age1","dark_age","1","house","House","building_house_control_chi_ha_01","8924751","False","0","building;house;scar_house;siegeable"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age1","dark_age","1","lumber-camp","Lumber Camp","building_econ_wood_control_chi_ha_01","5252131","False","0","building;economy_building;lumber_camp;resource_drop_off;scar_lumbercamp;siegeable"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age1","dark_age","1","mill","Mill","building_econ_food_control_chi_ha_01","2323132","False","0","building;economy_building;emits_herding_interest;gristmill;land_food_deposit_2_by_2;mill;resource_drop_off;scar_gristmill;siegeable"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age1","dark_age","1","mining-camp","Mining Camp","building_econ_mining_camp_control_chi_ha_01","7030371","False","0","building;economy_building;gold_mining_camp;mining_camp;resource_drop_off;scar_miningcamp;siegeable;stone_mining_camp"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age1","dark_age","1","outpost","Outpost","building_defense_outpost_chi_ha_01","7167197","False","0","building;defensive_structure;military;outpost;scar_outpost;siegeable;tower;town_bell_target"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age1","dark_age","1","pagoda","Pagoda","building_dynasty_pagoda_control_chi_ha_01","6893543","False","0","building;military_production_building;pagoda_chi;relic_dropoff;siegeable"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age1","dark_age","1","palisade","Palisade","building_defense_palisade_chi_ha_01","4446420","False","0","building;defensive_structure;palisade_wall;palisade_wall_section;siegeable;wall"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age1","dark_age","1","palisade-gate","Palisade Gate","building_defense_palisade_gate_chi_ha_01","5976475","False","0","building;defensive_structure;gate;palisade_gate;siegeable;wall"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age1","dark_age","1","stable","Stable","building_unit_cavalry_control_chi_ha_01","7617500","False","0","building;military_only_production;military_production_building;packable_building;production_building;scar_stable;siegeable;stable"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age1","dark_age","1","town-center","Town Center","building_town_center_chi_ha_01","6034931","False","0","building;emits_herding_interest;has_default_building_weapons;hq;land_food_deposit_4_by_4;production_building;resource_drop_off;scar_town_center;siegeable;town_bell_target;town_center;town_center_non_capital;town_center_or_landmark"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age1","dark_age","1","village","Village","building_dynasty_village_control_chi_ha_01","8804259","False","0","building;house;siegeable;town_bell_target"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age1_wonders","landmark","1","jiangnan-tower","Jiangnan Tower","building_landmark_age1_prefecture_chi_ha_01","4715934","True","1","age1_landmark2;audio_production_landmark;building;landmark;select_special_building;siegeable;tanzhou_prefecture;town_center_or_landmark;wonder;wonder_dark_age"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age1_wonders","landmark","1","meditation-gardens","Meditation Gardens","building_landmark_age1_meditation_gardens_control_chi_ha_01","6065722","True","1","age1_landmark1;audio_production_landmark;building;landmark;resource_generator;select_special_building;siegeable;town_center_or_landmark;wonder;wonder_dark_age"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age2","regular","2","archery-range","Archery Range","building_unit_ranged_control_chi_ha_01","5959804","False","0","archery_range;building;military_only_production;military_production_building;production_building;scar_archeryrange;siegeable"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age2","regular","2","blacksmith","Blacksmith","building_tech_unit_infantry_control_chi_ha_01","4996231","False","0","blacksmith;building;research_building;scar_blacksmith;siegeable"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age2","regular","2","market","Market","building_econ_market_control_chi_ha_01","3933205","False","0","building;economy_building;exchange;market_keybinding;scar_market;siegeable;trade_post"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age2","regular","2","stone-wall","Stone Wall","building_defense_wall_chi_ha_01","8903393","False","0","building;defensive_structure;siegeable;stone_wall;stone_wall_section;wall"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age2","regular","2","stone-wall-gate","Stone Wall Gate","building_defense_wall_gate_chi_ha_01","3174473","False","0","building;defensive_structure;gate;siegeable;stone_gate;wall"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age2","regular","2","stone-wall-tower","Stone Wall Tower","building_defense_tower_chi_ha_01","5400246","False","0","building;defensive_structure;has_default_building_weapons;military;siegeable;stone_wall_tower;tower"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age2_wonders","landmark","2","mount-lu-academy","Mount Lu Academy","building_landmark_age2_white_deer_grotto_control_chi_ha_01","6406822","True","2","age2_landmark2;audio_production_landmark;building;defensive_structure;landmark;select_special_building;siegeable;town_bell_target;town_center_or_landmark;wonder;wonder_feudal_age"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age2_wonders","landmark","2","shaolin-monastery","Shaolin Monastery","building_landmark_age2_shaolin_temple_control_chi_ha_01","4136240","True","2","age2_landmark1;audio_production_landmark;building;landmark;military_production_building;monastery;production_building;relic_dropoff;scar_monastery;select_all_monastery;select_special_building;siegeable;town_center_or_landmark;wonder;wonder_feudal_age"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age3","regular","3","keep","Keep","building_defense_keep_chi_ha_01","8086882","False","0","building;castle;defensive_structure;has_default_building_weapons;military;scar_keep;siegeable;town_bell_target"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age3","regular","3","monastery","Monastery","building_unit_religious_control_chi_ha_01","2504696","False","0","building;monastery;production_building;relic_dropoff;scar_monastery;select_all_monastery;siegeable"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age3","regular","3","siege-workshop","Siege Workshop","building_unit_siege_control_chi_ha_01","7268500","False","0","building;military_only_production;military_production_building;production_building;scar_siegeworkshop;siege_workshop;siegeable"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age3_wonders","landmark","3","temple-of-the-sun","Temple of the Sun","building_landmark_age3_temple_of_the_sun_control_chi_ha_01","7368723","True","3","age3_landmark2;audio_production_landmark;building;defensive_structure;gate;landmark;siegeable;wonder;wonder_castle_age"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age3_wonders","landmark","3","zhu-xis-library","Zhu Xi's Library","building_landmark_age3_library_chi_ha_01","4927324","True","3","age3_landmark1;audio_production_landmark;building;landmark;select_special_building;siegeable;town_center_or_landmark;wonder;wonder_castle_age"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age4","wonder","4","enclave-of-the-emperor","Enclave of the Emperor","building_wonder_age4_forbidden_control_chi_ha_01","4276574","False","0","audio_production_landmark;building;select_special_building;siegeable;wonder;wonder_imperial_age"
"chinese_ha_01","zx","chi_ha_01_","landmark","chi_ha_01_age4","regular","4","university","University","building_tech_university_control_chi_ha_01","6172677","False","0","building;research_building;scar_university;siegeable;university"
"english","en","eng_","landmark","eng_age1","dark_age","1","barracks","Barracks","building_unit_infantry_control_eng","166265","False","0","barracks;building;military_only_production;military_production_building;production_building;scar_barracks;siegeable"
"english","en","eng_","landmark","eng_age1","dark_age","1","capital-town-center","Capital Town Center","building_town_center_capital_eng","173632","False","0","building;defensive_structure;emits_herding_interest;has_default_building_weapons;hq;land_food_deposit_4_by_4;landmark;production_building;resource_drop_off;select_special_building;siegeable;town_bell_target;town_center;town_center_capital;town_center_or_landmark"
"english","en","eng_","landmark","eng_age1","dark_age","1","dock","Dock","building_unit_naval_eng","192784","False","0","building;military_only_production;naval_production_building;production_building;resource_drop_off;scar_dock;siegeable;trade_dock;trade_post"
"english","en","eng_","landmark","eng_age1","dark_age","1","farm","Farm","building_resource_farm_eng","166261","False","0","building;farm;farm_field;resource;siegeable"
"english","en","eng_","landmark","eng_age1","dark_age","1","house","House","building_house_control_eng","166260","False","0","building;house;scar_house;siegeable"
"english","en","eng_","landmark","eng_age1","dark_age","1","lumber-camp","Lumber Camp","building_econ_wood_control_eng","166259","False","0","building;economy_building;lumber_camp;resource_drop_off;scar_lumbercamp;siegeable"
"english","en","eng_","landmark","eng_age1","dark_age","1","mill","Mill","building_econ_food_control_eng","170823","False","0","building;economy_building;emits_herding_interest;gristmill;land_food_deposit_2_by_2;mill;resource_drop_off;scar_gristmill;siegeable"
"english","en","eng_","landmark","eng_age1","dark_age","1","mining-camp","Mining Camp","building_econ_mining_camp_control_eng","166258","False","0","building;economy_building;gold_mining_camp;mining_camp;resource_drop_off;scar_miningcamp;siegeable;stone_mining_camp"
"english","en","eng_","landmark","eng_age1","dark_age","1","outpost","Outpost","building_defense_outpost_eng","166244","False","0","building;defensive_structure;military;outpost;scar_outpost;siegeable;tower;town_bell_target"
"english","en","eng_","landmark","eng_age1","dark_age","1","palisade","Palisade","building_defense_palisade_eng","166246","False","0","building;defensive_structure;palisade_wall;palisade_wall_section;siegeable;wall"
"english","en","eng_","landmark","eng_age1","dark_age","1","palisade-gate","Palisade Gate","building_defense_palisade_gate_eng","166247","False","0","building;defensive_structure;gate;palisade_gate;siegeable;wall"
"english","en","eng_","landmark","eng_age1","dark_age","1","stable","Stable","building_unit_cavalry_control_eng","166264","False","0","building;military_only_production;military_production_building;packable_building;production_building;scar_stable;siegeable;stable"
"english","en","eng_","landmark","eng_age1","dark_age","1","town-center","Town Center","building_town_center_eng","188762","False","0","building;defensive_structure;emits_herding_interest;has_default_building_weapons;hq;land_food_deposit_4_by_4;production_building;resource_drop_off;scar_town_center;siegeable;town_bell_target;town_center;town_center_non_capital;town_center_or_landmark"
"english","en","eng_","landmark","eng_age1_wonders","landmark","1","abbey-of-kings","Abbey of Kings","building_landmark_age1_westminster_abbey_eng","166274","True","1","age1_landmark1;audio_production_landmark;building;landmark;military_only_production;select_special_building;siegeable;town_center_or_landmark;wonder;wonder_dark_age"
"english","en","eng_","landmark","eng_age1_wonders","landmark","1","council-hall","Council Hall","building_landmark_age1_westminster_hall_eng","166269","True","1","age1_landmark2;audio_production_landmark;building;landmark;military_only_production;select_special_building;siegeable;town_center_or_landmark;wonder;wonder_dark_age"
"english","en","eng_","landmark","eng_age2","regular","2","archery-range","Archery Range","building_unit_ranged_control_eng","166266","False","0","archery_range;building;military_only_production;military_production_building;production_building;scar_archeryrange;siegeable"
"english","en","eng_","landmark","eng_age2","regular","2","blacksmith","Blacksmith","building_tech_unit_infantry_control_eng","131476","False","0","blacksmith;building;research_building;scar_blacksmith;siegeable"
"english","en","eng_","landmark","eng_age2","regular","2","market","Market","building_econ_market_control_eng","166257","False","0","building;economy_building;exchange;market_keybinding;scar_market;siegeable;trade_post"
"english","en","eng_","landmark","eng_age2","regular","2","stone-wall","Stone Wall","building_defense_wall_eng","166251","False","0","building;defensive_structure;siegeable;stone_wall;stone_wall_section;wall"
"english","en","eng_","landmark","eng_age2","regular","2","stone-wall-gate","Stone Wall Gate","building_defense_wall_gate_eng","166252","False","0","building;defensive_structure;gate;siegeable;stone_gate;wall"
"english","en","eng_","landmark","eng_age2","regular","2","stone-wall-tower","Stone Wall Tower","building_defense_tower_eng","166248","False","0","building;defensive_structure;has_default_building_weapons;military;siegeable;stone_wall_tower;tower"
"english","en","eng_","landmark","eng_age2_wonders","landmark","2","kings-palace","King's Palace","building_landmark_age2_westminster_palace_eng","166271","True","2","age2_landmark1;audio_production_landmark;building;emits_herding_interest;has_default_building_weapons;land_food_deposit_4_by_4;landmark;production_building;resource_drop_off;select_special_building;siegeable;town_bell_target;town_center;town_center_non_capital;town_center_or_landmark;wonder;wonder_feudal_age"
"english","en","eng_","landmark","eng_age2_wonders","landmark","2","the-white-tower","The White Tower","building_landmark_age2_white_tower_eng","166270","True","2","age2_landmark2;audio_production_landmark;building;castle;cavalry_production_landmark;has_default_building_weapons;landmark;military_only_production;select_special_building;siege_production_landmark;siegeable;town_bell_target;town_center_or_landmark;wonder;wonder_feudal_age"
"english","en","eng_","landmark","eng_age3","regular","3","keep","Keep","building_defense_keep_eng","166243","False","0","building;castle;defensive_structure;has_default_building_weapons;military;military_only_production;military_production_building;scar_keep;siegeable;town_bell_target"
"english","en","eng_","landmark","eng_age3","regular","3","monastery","Monastery","building_unit_religious_control_eng","166267","False","0","building;monastery;production_building;relic_dropoff;scar_monastery;select_all_monastery;siegeable"
"english","en","eng_","landmark","eng_age3","regular","3","siege-workshop","Siege Workshop","building_unit_siege_control_eng","166268","False","0","building;military_only_production;military_production_building;production_building;scar_siegeworkshop;siege_workshop;siegeable"
"english","en","eng_","landmark","eng_age3_wonders","landmark","3","berkshire-palace","Berkshire Palace","building_landmark_age3_windsor_castle_eng","166272","True","3","age3_landmark2;audio_production_landmark;building;castle;cavalry_production_landmark;has_default_building_weapons;landmark;military_only_production;select_special_building;siege_production_landmark;siegeable;town_bell_target;town_center_or_landmark;wonder;wonder_castle_age"
"english","en","eng_","landmark","eng_age3_wonders","landmark","3","wynguard-palace","Wynguard Palace","building_landmark_age3_whitehall_palace_eng","166276","True","3","age3_landmark1;audio_production_landmark;building;cavalry_production_landmark;landmark;military_only_production;select_special_building;siegeable;town_center_or_landmark;wonder;wonder_castle_age"
"english","en","eng_","landmark","eng_age4","wonder","4","cathedral-of-st-thomas","Cathedral of St. Thomas","building_wonder_age4_canterbury_cathedral_eng","180287","False","0","audio_production_landmark;building;select_special_building;siegeable;wonder;wonder_imperial_age"
"english","en","eng_","landmark","eng_age4","regular","4","university","University","building_tech_university_control_eng","166262","False","0","building;research_building;scar_university;siegeable;university"
"french","fr","fre_","landmark","fre_age1","dark_age","1","barracks","Barracks","building_unit_infantry_control_fre","132760","False","0","barracks;building;military_only_production;military_production_building;production_building;scar_barracks;siegeable"
"french","fr","fre_","landmark","fre_age1","dark_age","1","capital-town-center","Capital Town Center","building_town_center_capital_fre","132751","False","0","building;defensive_structure;emits_herding_interest;has_default_building_weapons;hq;land_food_deposit_4_by_4;landmark;production_building;resource_drop_off;select_special_building;siegeable;town_bell_target;town_center;town_center_capital;town_center_or_landmark"
"french","fr","fre_","landmark","fre_age1","dark_age","1","dock","Dock","building_unit_naval_fre","193146","False","0","building;military_only_production;naval_production_building;production_building;resource_drop_off;scar_dock;siegeable;trade_dock;trade_post"
"french","fr","fre_","landmark","fre_age1","dark_age","1","farm","Farm","building_resource_farm_fre","132677","False","0","building;farm;farm_field;resource;siegeable"
"french","fr","fre_","landmark","fre_age1","dark_age","1","house","House","building_house_control_fre","132696","False","0","building;house;scar_house;siegeable"
"french","fr","fre_","landmark","fre_age1","dark_age","1","lumber-camp","Lumber Camp","building_econ_wood_control_fre","132691","False","0","building;economy_building;lumber_camp;resource_drop_off;scar_lumbercamp;siegeable"
"french","fr","fre_","landmark","fre_age1","dark_age","1","mill","Mill","building_econ_food_control_fre","132424","False","0","building;economy_building;emits_herding_interest;gristmill;land_food_deposit_2_by_2;mill;resource_drop_off;scar_gristmill;siegeable"
"french","fr","fre_","landmark","fre_age1","dark_age","1","mining-camp","Mining Camp","building_econ_mining_camp_control_fre","132656","False","0","building;economy_building;gold_mining_camp;mining_camp;resource_drop_off;scar_miningcamp;siegeable;stone_mining_camp"
"french","fr","fre_","landmark","fre_age1","dark_age","1","outpost","Outpost","building_defense_outpost_fre","132680","False","0","building;defensive_structure;military;outpost;scar_outpost;siegeable;tower;town_bell_target"
"french","fr","fre_","landmark","fre_age1","dark_age","1","palisade","Palisade","building_defense_palisade_fre","132682","False","0","building;defensive_structure;palisade_wall;palisade_wall_section;siegeable;wall"
"french","fr","fre_","landmark","fre_age1","dark_age","1","palisade-gate","Palisade Gate","building_defense_palisade_gate_fre","132683","False","0","building;defensive_structure;gate;palisade_gate;siegeable;wall"
"french","fr","fre_","landmark","fre_age1","dark_age","1","stable","Stable","building_unit_cavalry_control_fre","132753","False","0","building;military_only_production;military_production_building;packable_building;production_building;scar_stable;siegeable;stable"
"french","fr","fre_","landmark","fre_age1","dark_age","1","town-center","Town Center","building_town_center_fre","188691","False","0","building;defensive_structure;emits_herding_interest;has_default_building_weapons;hq;land_food_deposit_4_by_4;production_building;resource_drop_off;scar_town_center;siegeable;town_bell_target;town_center;town_center_non_capital;town_center_or_landmark"
"french","fr","fre_","landmark","fre_age1_wonders","landmark","1","chamber-of-commerce","Chamber of Commerce","building_landmark_age1_chamber_of_commerce_fre","132788","True","1","age1_landmark2;audio_production_landmark;building;economy_building;landmark;market_fre_discount;select_special_building;siegeable;town_center_or_landmark;trade_post;wonder;wonder_dark_age"
"french","fr","fre_","landmark","fre_age1_wonders","landmark","1","school-of-cavalry","School of Cavalry","building_landmark_age1_casernes_centrales_fre","132778","True","1","age1_landmark1;audio_production_landmark;building;landmark;military_only_production;select_special_building;siegeable;stable;town_center_or_landmark;wonder;wonder_dark_age"
"french","fr","fre_","landmark","fre_age2","regular","2","archery-range","Archery Range","building_unit_ranged_control_fre","132762","False","0","archery_range;building;military_only_production;military_production_building;production_building;scar_archeryrange;siegeable"
"french","fr","fre_","landmark","fre_age2","regular","2","blacksmith","Blacksmith","building_tech_unit_infantry_control_fre","132714","False","0","blacksmith;building;research_building;scar_blacksmith;siegeable"
"french","fr","fre_","landmark","fre_age2","regular","2","market","Market","building_econ_market_control_fre","132636","False","0","building;economy_building;exchange;market_fre_discount;market_keybinding;scar_market;siegeable;trade_post"
"french","fr","fre_","landmark","fre_age2","regular","2","stone-wall","Stone Wall","building_defense_wall_fre","132686","False","0","building;defensive_structure;siegeable;stone_wall;stone_wall_section;wall"
"french","fr","fre_","landmark","fre_age2","regular","2","stone-wall-gate","Stone Wall Gate","building_defense_wall_gate_fre","132687","False","0","building;defensive_structure;gate;siegeable;stone_gate;wall"
"french","fr","fre_","landmark","fre_age2","regular","2","stone-wall-tower","Stone Wall Tower","building_defense_tower_fre","132684","False","0","building;defensive_structure;has_default_building_weapons;military;siegeable;stone_wall_tower;tower"
"french","fr","fre_","landmark","fre_age2_wonders","landmark","2","guild-hall","Guild Hall","building_landmark_age2_guild_hall_fre","132779","True","2","age2_landmark2;audio_production_landmark;building;landmark;military_only_production;select_special_building;siegeable;town_center_or_landmark;wonder;wonder_feudal_age"
