"Blueprint","Status","CallCount","Files","FirstFile","FirstLine"
"building_town_center_capital_sul_ha_tug","FOUND","1","1","helpers/ags_blueprints.scar","901"
"building_town_center_capital_tem","FOUND","1","1","helpers/ags_blueprints.scar","813"
"building_town_center_chi","FOUND","1","1","helpers/ags_blueprints.scar","261"
"building_town_center_chi_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","597"
"building_town_center_eng","FOUND","1","1","helpers/ags_blueprints.scar","226"
"building_town_center_fre","FOUND","1","1","helpers/ags_blueprints.scar","294"
"building_town_center_fre_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","625"
"building_town_center_hre","FOUND","1","1","helpers/ags_blueprints.scar","327"
"building_town_center_hre_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","653"
"building_town_center_jpn","FOUND","1","1","helpers/ags_blueprints.scar","682"
"building_town_center_jpn_ha_sen","FOUND","1","1","helpers/ags_blueprints.scar","874"
"building_town_center_lan","FOUND","1","1","helpers/ags_blueprints.scar","782"
"building_town_center_mal","FOUND","1","1","helpers/ags_blueprints.scar","499"
"building_town_center_mon","FOUND","1","1","helpers/ags_blueprints.scar","432"
"building_town_center_mon_ha_gol","FOUND","1","1","helpers/ags_blueprints.scar","749"
"building_town_center_ott","FOUND","1","1","helpers/ags_blueprints.scar","532"
"building_town_center_rus","FOUND","1","1","helpers/ags_blueprints.scar","362"
"building_town_center_sul","FOUND","1","1","helpers/ags_blueprints.scar","467"
"building_town_center_sul_ha_tug","FOUND","1","1","helpers/ags_blueprints.scar","902"
"building_town_center_tem","FOUND","1","1","helpers/ags_blueprints.scar","814"
"building_unit_barracks_lan","FOUND","1","1","helpers/ags_blueprints.scar","791"
"building_unit_cavalry_control_abb","FOUND","1","1","helpers/ags_blueprints.scar","408"
"building_unit_cavalry_control_abb_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","579"
"building_unit_cavalry_control_byz","FOUND","1","1","helpers/ags_blueprints.scar","724"
"building_unit_cavalry_control_byz_ha_mac","FOUND","1","1","helpers/ags_blueprints.scar","856"
"building_unit_cavalry_control_chi","FOUND","1","1","helpers/ags_blueprints.scar","271"
"building_unit_cavalry_control_chi_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","607"
"building_unit_cavalry_control_eng","FOUND","2","2","debug/cba_debug_leaver.scar","434"
"building_unit_cavalry_control_fre","FOUND","1","1","helpers/ags_blueprints.scar","304"
"building_unit_cavalry_control_fre_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","635"
"building_unit_cavalry_control_hre","FOUND","1","1","helpers/ags_blueprints.scar","338"
"building_unit_cavalry_control_hre_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","664"
"building_unit_cavalry_control_rus","FOUND","1","1","helpers/ags_blueprints.scar","372"
"building_unit_cavalry_control_sul","FOUND","1","1","helpers/ags_blueprints.scar","477"
"building_unit_cavalry_control_sul_ha_tug","FOUND","1","1","helpers/ags_blueprints.scar","912"
"building_unit_cavalry_jpn","FOUND","1","1","helpers/ags_blueprints.scar","692"
"building_unit_cavalry_jpn_ha_sen","FOUND","1","1","helpers/ags_blueprints.scar","884"
"building_unit_cavalry_mal","FOUND","1","1","helpers/ags_blueprints.scar","509"
"building_unit_cavalry_mon","FOUND","1","1","helpers/ags_blueprints.scar","441"
"building_unit_cavalry_mon_ha_gol","FOUND","1","1","helpers/ags_blueprints.scar","759"
"building_unit_cavalry_ott","FOUND","1","1","helpers/ags_blueprints.scar","542"
"building_unit_dock_lan","FOUND","1","1","helpers/ags_blueprints.scar","795"
"building_unit_infantry_control_abb","FOUND","1","1","helpers/ags_blueprints.scar","407"
"building_unit_infantry_control_abb_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","578"
"building_unit_infantry_control_byz","FOUND","1","1","helpers/ags_blueprints.scar","723"
"building_unit_infantry_control_chi","FOUND","1","1","helpers/ags_blueprints.scar","270"
"building_unit_infantry_control_chi_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","606"
"building_unit_infantry_control_eng","FOUND","2","2","debug/cba_debug_leaver.scar","431"
"building_unit_infantry_control_fre","FOUND","1","1","helpers/ags_blueprints.scar","303"
"building_unit_infantry_control_fre_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","634"
"building_unit_infantry_control_hre","FOUND","1","1","helpers/ags_blueprints.scar","337"
"building_unit_infantry_control_hre_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","663"
"building_unit_infantry_control_rus","FOUND","1","1","helpers/ags_blueprints.scar","371"
"building_unit_infantry_control_sul","FOUND","1","1","helpers/ags_blueprints.scar","476"
"building_unit_infantry_control_sul_ha_tug","FOUND","1","1","helpers/ags_blueprints.scar","911"
"building_unit_infantry_jpn","FOUND","1","1","helpers/ags_blueprints.scar","691"
"building_unit_infantry_jpn_ha_sen","FOUND","1","1","helpers/ags_blueprints.scar","883"
"building_unit_infantry_mal","FOUND","1","1","helpers/ags_blueprints.scar","508"
"building_unit_infantry_mon","FOUND","1","1","helpers/ags_blueprints.scar","440"
"building_unit_infantry_mon_ha_gol","FOUND","1","1","helpers/ags_blueprints.scar","758"
"building_unit_infantry_ott","FOUND","1","1","helpers/ags_blueprints.scar","541"
"building_unit_mercenary_house_byz","FOUND","1","1","helpers/ags_blueprints.scar","743"
"building_unit_monastery_lan","FOUND","1","1","helpers/ags_blueprints.scar","790"
"building_unit_naval_abb","FOUND","1","1","helpers/ags_blueprints.scar","411"
"building_unit_naval_abb_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","582"
"building_unit_naval_byz","FOUND","1","1","helpers/ags_blueprints.scar","727"
"building_unit_naval_byz_ha_mac","FOUND","1","1","helpers/ags_blueprints.scar","859"
"building_unit_naval_chi","FOUND","1","1","helpers/ags_blueprints.scar","274"
"building_unit_naval_chi_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","610"
"building_unit_naval_eng","FOUND","1","1","helpers/ags_blueprints.scar","240"
"building_unit_naval_fre","FOUND","1","1","helpers/ags_blueprints.scar","307"
"building_unit_naval_fre_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","638"
"building_unit_naval_hre","FOUND","1","1","helpers/ags_blueprints.scar","341"
"building_unit_naval_hre_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","667"
"building_unit_naval_jpn","FOUND","1","1","helpers/ags_blueprints.scar","695"
"building_unit_naval_jpn_ha_sen","FOUND","1","1","helpers/ags_blueprints.scar","887"
"building_unit_naval_mal","FOUND","1","1","helpers/ags_blueprints.scar","512"
"building_unit_naval_mon","FOUND","1","1","helpers/ags_blueprints.scar","444"
"building_unit_naval_mon_ha_gol","FOUND","1","1","helpers/ags_blueprints.scar","762"
"building_unit_naval_ott","FOUND","1","1","helpers/ags_blueprints.scar","545"
"building_unit_naval_rus","FOUND","1","1","helpers/ags_blueprints.scar","375"
"building_unit_naval_sul","FOUND","1","1","helpers/ags_blueprints.scar","480"
"building_unit_naval_sul_ha_tug","FOUND","1","1","helpers/ags_blueprints.scar","915"
"building_unit_range_lan","FOUND","1","1","helpers/ags_blueprints.scar","793"
"building_unit_ranged_control_abb","FOUND","1","1","helpers/ags_blueprints.scar","409"
"building_unit_ranged_control_abb_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","580"
"building_unit_ranged_control_byz","FOUND","1","1","helpers/ags_blueprints.scar","725"
"building_unit_ranged_control_byz_ha_mac","FOUND","1","1","helpers/ags_blueprints.scar","857"
"building_unit_ranged_control_chi","FOUND","1","1","helpers/ags_blueprints.scar","272"
"building_unit_ranged_control_chi_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","608"
"building_unit_ranged_control_eng","FOUND","1","1","helpers/ags_blueprints.scar","238"
"building_unit_ranged_control_fre","FOUND","1","1","helpers/ags_blueprints.scar","305"
"building_unit_ranged_control_fre_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","636"
"building_unit_ranged_control_hre","FOUND","1","1","helpers/ags_blueprints.scar","339"
"building_unit_ranged_control_hre_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","665"
"building_unit_ranged_control_rus","FOUND","1","1","helpers/ags_blueprints.scar","373"
"building_unit_ranged_control_sul","FOUND","1","1","helpers/ags_blueprints.scar","478"
"building_unit_ranged_control_sul_ha_tug","FOUND","1","1","helpers/ags_blueprints.scar","913"
"building_unit_ranged_jpn","FOUND","1","1","helpers/ags_blueprints.scar","693"
"building_unit_ranged_jpn_ha_sen","FOUND","1","1","helpers/ags_blueprints.scar","885"
"building_unit_ranged_mal","FOUND","1","1","helpers/ags_blueprints.scar","510"
"building_unit_ranged_mon","FOUND","1","1","helpers/ags_blueprints.scar","442"
"building_unit_ranged_mon_ha_gol","FOUND","1","1","helpers/ags_blueprints.scar","760"
"building_unit_ranged_ott","FOUND","1","1","helpers/ags_blueprints.scar","543"
"building_unit_religious_buddhist_jpn","FOUND","1","1","helpers/ags_blueprints.scar","690"
"building_unit_religious_buddhist_jpn_ha_sen","FOUND","1","1","helpers/ags_blueprints.scar","882"
"building_unit_religious_control_abb","FOUND","1","1","helpers/ags_blueprints.scar","406"
"building_unit_religious_control_abb_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","577"
"building_unit_religious_control_byz","FOUND","1","1","helpers/ags_blueprints.scar","722"
"building_unit_religious_control_byz_ha_mac","FOUND","1","1","helpers/ags_blueprints.scar","854"
"building_unit_religious_control_chi","FOUND","1","1","helpers/ags_blueprints.scar","269"
"building_unit_religious_control_chi_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","605"
"building_unit_religious_control_eng","FOUND","1","1","helpers/ags_blueprints.scar","235"
"building_unit_religious_control_fre","FOUND","1","1","helpers/ags_blueprints.scar","302"
"building_unit_religious_control_fre_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","633"
"building_unit_religious_control_hre","FOUND","1","1","helpers/ags_blueprints.scar","336"
"building_unit_religious_control_hre_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","662"
"building_unit_religious_control_rus","FOUND","1","1","helpers/ags_blueprints.scar","370"
"building_unit_religious_control_sul","FOUND","1","1","helpers/ags_blueprints.scar","475"
"building_unit_religious_control_sul_ha_tug","FOUND","1","1","helpers/ags_blueprints.scar","910"
"building_unit_religious_mal","FOUND","1","1","helpers/ags_blueprints.scar","507"
"building_unit_religious_mon","FOUND","1","1","helpers/ags_blueprints.scar","439"
"building_unit_religious_mon_ha_gol","FOUND","1","1","helpers/ags_blueprints.scar","757"
"building_unit_religious_ott","FOUND","1","1","helpers/ags_blueprints.scar","540"
"building_unit_religious_shinto_jpn","FOUND","1","1","helpers/ags_blueprints.scar","708"
"building_unit_siege_control_abb","FOUND","2","2","gameplay/cba_siege_data.scar","350"
"building_unit_siege_control_abb_ha_01","FOUND","2","2","gameplay/cba_siege_data.scar","437"
"building_unit_siege_control_byz","FOUND","2","2","gameplay/cba_siege_data.scar","511"
"building_unit_siege_control_byz_ha_mac","FOUND","2","2","gameplay/cba_siege_data.scar","576"
"building_unit_siege_control_chi","FOUND","2","2","gameplay/cba_siege_data.scar","282"
"building_unit_siege_control_chi_ha_01","FOUND","2","2","gameplay/cba_siege_data.scar","450"
"building_unit_siege_control_eng","FOUND","2","2","gameplay/cba_siege_data.scar","269"
"building_unit_siege_control_fre","FOUND","2","2","gameplay/cba_siege_data.scar","303"
"building_unit_siege_control_fre_ha_01","FOUND","2","2","gameplay/cba_siege_data.scar","466"
"building_unit_siege_control_hre","FOUND","2","2","gameplay/cba_siege_data.scar","320"
"building_unit_siege_control_hre_ha_01","FOUND","2","2","gameplay/cba_siege_data.scar","483"
"building_unit_siege_control_rus","FOUND","2","2","gameplay/cba_siege_data.scar","334"
"building_unit_siege_control_sul","FOUND","2","2","gameplay/cba_siege_data.scar","390"
"building_unit_siege_control_sul_ha_tug","FOUND","2","2","gameplay/cba_siege_data.scar","604"
"building_unit_siege_jpn","FOUND","2","2","gameplay/cba_siege_data.scar","497"
"building_unit_siege_jpn_ha_sen","FOUND","2","2","gameplay/cba_siege_data.scar","590"
"building_unit_siege_mal","FOUND","2","2","gameplay/cba_siege_data.scar","404"
"building_unit_siege_mon","FOUND","2","2","gameplay/cba_siege_data.scar","366"
"building_unit_siege_mon_ha_gol","FOUND","2","2","gameplay/cba_siege_data.scar","534"
"building_unit_siege_ott","FOUND","2","2","gameplay/cba_siege_data.scar","418"
"building_unit_siege_workshop_lan","FOUND","2","2","gameplay/cba_siege_data.scar","548"
"building_unit_stable_lan","FOUND","1","1","helpers/ags_blueprints.scar","792"
"building_unit_varangian_warcamp_byz_ha_mac","FOUND","1","1","helpers/ags_blueprints.scar","855"
"building_wonder_age4_agra_fort_control_sul","FOUND","1","1","helpers/ags_blueprints.scar","484"
"building_wonder_age4_agra_fort_control_sul_ha_tug","FOUND","1","1","helpers/ags_blueprints.scar","919"
"building_wonder_age4_blue_mosque_ott","FOUND","1","1","helpers/ags_blueprints.scar","549"
"building_wonder_age4_canterbury_cathedral_eng","FOUND","1","1","helpers/ags_blueprints.scar","244"
"building_wonder_age4_final_wonder_mon","FOUND","1","1","helpers/ags_blueprints.scar","447"
"building_wonder_age4_final_wonder_mon_ha_gol","FOUND","1","1","helpers/ags_blueprints.scar","765"
"building_wonder_age4_forbidden_control_chi","FOUND","1","1","helpers/ags_blueprints.scar","278"
"building_wonder_age4_forbidden_control_chi_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","613"
"building_wonder_age4_glucksburg_castle_hre","FOUND","1","1","helpers/ags_blueprints.scar","345"
"building_wonder_age4_glucksburg_castle_hre_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","670"
"building_wonder_age4_great_mosque_control_abb","FOUND","1","1","helpers/ags_blueprints.scar","415"
"building_wonder_age4_great_mosque_control_abb_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","585"
"building_wonder_age4_great_mosque_control_mal","FOUND","1","1","helpers/ags_blueprints.scar","516"
"building_wonder_age4_hagia_sophia_byz","FOUND","1","1","helpers/ags_blueprints.scar","730"
"building_wonder_age4_hagia_sophia_byz_ha_mac","FOUND","1","1","helpers/ags_blueprints.scar","863"
"building_wonder_age4_la_grande_cathedral_fre","FOUND","1","1","helpers/ags_blueprints.scar","311"
"building_wonder_age4_la_grande_cathedral_fre_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","641"
"building_wonder_age4_lan","FOUND","1","1","helpers/ags_blueprints.scar","799"
"building_wonder_age4_nikko_toshogu_jpn","FOUND","1","1","helpers/ags_blueprints.scar","698"
"building_wonder_age4_nikko_toshogu_jpn_ha_sen","FOUND","1","1","helpers/ags_blueprints.scar","891"
"building_wonder_age4_saint_basils_cathedral_control_rus","FOUND","1","1","helpers/ags_blueprints.scar","379"
"building_wonder_tem","FOUND","1","1","helpers/ags_blueprints.scar","831"
"core_building_scuttle","MISSING","2","2","cba.scar","809"
"core_building_scuttle_no_enemies","MISSING","1","1","gameplay/cba_options.scar","58"
"holy_site","MISSING","1","1","cba_religious.scar","35"
"landmark_active","MISSING","1","1","helpers/ags_blueprints.scar","2652"
"pack_building_mon","MISSING","1","1","gameplay/cba_options.scar","59"
"unit_abbey_king_","MISSING","2","2","cba.scar","2355"
"unit_abbey_king_2_","MISSING","1","1","debug/cba_debug_leaver.scar","2614"
"unit_abbey_king_2_lan","FOUND","1","1","helpers/ags_blueprints.scar","786"
"unit_amir_warrior_","MISSING","1","1","cba.scar","2456"
"unit_archer_","MISSING","17","2","cba.scar","2360"
"unit_archer_1_fre","MISSING","1","1","debug/cba_verify_military_pipeline.scar","154"
"unit_archer_2_","MISSING","2","1","debug/cba_debug_leaver.scar","2156"
"unit_archer_2_eng","FOUND","8","5","debug/cba_debug_ai_behavior.scar","263"
"unit_archer_2_fre","FOUND","2","1","debug/cba_verify_military_pipeline.scar","153"
"unit_archer_2_jpn","FOUND","2","1","rewards/cba_rewards_arena.scar","289"
"unit_archer_2_ott","FOUND","4","2","rewards.scar","3882"
"unit_archer_3_","MISSING","2","1","debug/cba_debug_leaver.scar","2156"
"unit_archer_3_eng","FOUND","4","2","rewards.scar","3665"
"unit_archer_4_","MISSING","2","1","debug/cba_debug_leaver.scar","2156"
"unit_bodyguard_","MISSING","1","1","cba.scar","2442"
"unit_bombard_","MISSING","10","2","cba.scar","2386"
"unit_bombard_4_","MISSING","2","1","debug/cba_debug_leaver.scar","2163"
"unit_bombard_4_abb","FOUND","1","1","gameplay/cba_siege_data.scar","345"
"unit_bombard_4_abb_ha_01","FOUND","1","1","gameplay/cba_siege_data.scar","432"
"unit_bombard_4_byz","FOUND","1","1","gameplay/cba_siege_data.scar","508"
"unit_bombard_4_byz_ha_mac","FOUND","1","1","gameplay/cba_siege_data.scar","573"
"unit_bombard_4_chi","FOUND","5","3","gameplay/cba_siege_data.scar","279"
"unit_bombard_4_chi_ha_01","FOUND","1","1","gameplay/cba_siege_data.scar","447"
"unit_bombard_4_clocktower_chi","FOUND","1","1","gameplay/cba_siege_data.scar","288"
"unit_bombard_4_double_mon","FOUND","2","1","gameplay/cba_siege_data.scar","376"
"unit_bombard_4_eng","FOUND","8","5","debug/cba_debug_advanced_stress.scar","52"
"unit_bombard_4_fra","MISSING","1","1","debug/cba_debug_leaver.scar","5150"
"unit_bombard_4_fre","FOUND","6","3","gameplay/cba_siege_data.scar","300"
"unit_bombard_4_fre_ha_01","FOUND","1","1","gameplay/cba_siege_data.scar","463"
"unit_bombard_4_hre","FOUND","1","1","gameplay/cba_siege_data.scar","317"
"unit_bombard_4_hre_ha_01","FOUND","1","1","gameplay/cba_siege_data.scar","480"
"unit_bombard_4_jpn","FOUND","1","1","gameplay/cba_siege_data.scar","494"
"unit_bombard_4_jpn_ha_sen","FOUND","1","1","gameplay/cba_siege_data.scar","587"
"unit_bombard_4_mal","FOUND","1","1","gameplay/cba_siege_data.scar","401"
"unit_bombard_4_mon","FOUND","1","1","gameplay/cba_siege_data.scar","361"
"unit_bombard_4_mon_ha_gol","FOUND","1","1","gameplay/cba_siege_data.scar","523"
"unit_bombard_4_rus","FOUND","1","1","gameplay/cba_siege_data.scar","331"
"unit_bombard_4_sul","FOUND","1","1","gameplay/cba_siege_data.scar","387"
"unit_bombard_4_sul_ha_tug","FOUND","1","1","gameplay/cba_siege_data.scar","601"
"unit_camel_archer_","MISSING","1","1","cba.scar","2390"
"unit_camel_archer_2_abb","FOUND","4","2","rewards.scar","3832"
"unit_camel_archer_3_","MISSING","1","1","debug/cba_debug_leaver.scar","2597"
"unit_camel_archer_3_abb","FOUND","4","2","rewards.scar","3840"
"unit_camel_archer_4_","MISSING","1","1","debug/cba_debug_leaver.scar","2597"
"unit_camel_rider_","MISSING","3","1","cba.scar","2391"
"unit_camel_rider_3_","MISSING","1","1","debug/cba_debug_leaver.scar","2598"
"unit_camel_rider_3_abb","FOUND","4","2","rewards.scar","3838"
"unit_camel_rider_4_","MISSING","1","1","debug/cba_debug_leaver.scar","2598"
"unit_cannon_","MISSING","1","1","cba.scar","2461"
"unit_cannon_4_","MISSING","1","1","debug/cba_debug_leaver.scar","2164"
"unit_cannon_4_abb","FOUND","1","1","gameplay/cba_siege_data.scar","344"
"unit_cannon_4_abb_ha_01","FOUND","1","1","gameplay/cba_siege_data.scar","431"
"unit_cannon_4_byz","FOUND","2","1","gameplay/cba_siege_data.scar","507"
"unit_cannon_4_chi","FOUND","1","1","gameplay/cba_siege_data.scar","278"
"unit_cannon_4_chi_ha_01","FOUND","1","1","gameplay/cba_siege_data.scar","446"
"unit_cannon_4_double_mon","FOUND","2","1","gameplay/cba_siege_data.scar","375"
"unit_cannon_4_eng","FOUND","2","1","gameplay/cba_siege_data.scar","265"
"unit_cannon_4_fre","FOUND","2","1","gameplay/cba_siege_data.scar","299"
"unit_cannon_4_fre_ha_01","FOUND","1","1","gameplay/cba_siege_data.scar","462"
"unit_cannon_4_hre","FOUND","1","1","gameplay/cba_siege_data.scar","316"
"unit_cannon_4_hre_ha_01","FOUND","1","1","gameplay/cba_siege_data.scar","479"
"unit_cannon_4_jpn","FOUND","2","1","gameplay/cba_siege_data.scar","493"
"unit_cannon_4_mal","FOUND","1","1","gameplay/cba_siege_data.scar","400"
"unit_cannon_4_mon","FOUND","2","1","gameplay/cba_siege_data.scar","360"
"unit_cannon_4_ott","FOUND","1","1","gameplay/cba_siege_data.scar","414"
"unit_cannon_4_royal_fre","FOUND","1","1","gameplay/cba_siege_data.scar","304"
"unit_cannon_4_royal_fre_ha_01","FOUND","1","1","gameplay/cba_siege_data.scar","467"
"unit_cannon_4_rus","FOUND","1","1","gameplay/cba_siege_data.scar","330"
"unit_cannon_4_sul","FOUND","2","1","gameplay/cba_siege_data.scar","386"
"unit_cataphract_","MISSING","1","1","cba.scar","2406"
"unit_cataphract_3_","MISSING","1","1","debug/cba_debug_leaver.scar","2604"
"unit_cataphract_3_byz","MISSING","2","1","rewards/cba_rewards_arena.scar","319"
"unit_cataphract_4_","MISSING","1","1","debug/cba_debug_leaver.scar","2604"
"unit_chevalier_confrere_","MISSING","1","1","cba.scar","2425"
"unit_condottiero_","MISSING","1","1","cba.scar","2426"
"unit_crossbowman_","MISSING","10","2","cba.scar","2370"
"unit_crossbowman_3_","MISSING","2","1","debug/cba_debug_leaver.scar","2160"
"unit_crossbowman_3_abb","FOUND","1","1","helpers/ags_blueprints.scar","416"
"unit_crossbowman_3_abb_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","586"
"unit_crossbowman_3_byz","FOUND","1","1","helpers/ags_blueprints.scar","731"
"unit_crossbowman_3_byz_ha_mac","FOUND","1","1","helpers/ags_blueprints.scar","864"
"unit_crossbowman_3_chi","FOUND","1","1","helpers/ags_blueprints.scar","279"
"unit_crossbowman_3_chi_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","614"
"unit_crossbowman_3_eng","FOUND","2","2","debug/cba_debug_leaver.scar","5151"
"unit_crossbowman_3_fre","FOUND","1","1","helpers/ags_blueprints.scar","312"
"unit_crossbowman_3_fre_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","642"
"unit_crossbowman_3_hre","FOUND","1","1","helpers/ags_blueprints.scar","346"
"unit_crossbowman_3_hre_ha_01","FOUND","1","1","helpers/ags_blueprints.scar","671"
"unit_crossbowman_3_lan","FOUND","1","1","helpers/ags_blueprints.scar","800"
"unit_crossbowman_3_mon","FOUND","1","1","helpers/ags_blueprints.scar","448"
"unit_crossbowman_3_mon_ha_gol","FOUND","1","1","helpers/ags_blueprints.scar","766"
"unit_crossbowman_3_rus","FOUND","1","1","helpers/ags_blueprints.scar","380"
"unit_crossbowman_3_sul","FOUND","1","1","helpers/ags_blueprints.scar","485"
"unit_crossbowman_3_sul_ha_tug","FOUND","1","1","helpers/ags_blueprints.scar","920"
"unit_crossbowman_3_tem","FOUND","1","1","helpers/ags_blueprints.scar","832"
"unit_crossbowman_4_","MISSING","2","1","debug/cba_debug_leaver.scar","2160"
"unit_culverin_","MISSING","10","2","cba.scar","2467"
"unit_culverin_4_","MISSING","2","1","debug/cba_debug_leaver.scar","2163"
"unit_culverin_4_abb","FOUND","1","1","gameplay/cba_siege_data.scar","343"
"unit_culverin_4_abb_ha_01","FOUND","1","1","gameplay/cba_siege_data.scar","430"
"unit_culverin_4_byz","FOUND","2","1","gameplay/cba_siege_data.scar","506"
"unit_culverin_4_chi","FOUND","1","1","gameplay/cba_siege_data.scar","277"
"unit_culverin_4_chi_ha_01","FOUND","1","1","gameplay/cba_siege_data.scar","445"
"unit_culverin_4_double_mon","FOUND","2","1","gameplay/cba_siege_data.scar","374"
"unit_culverin_4_eng","FOUND","1","1","gameplay/cba_siege_data.scar","264"
"unit_culverin_4_fre","FOUND","2","1","gameplay/cba_siege_data.scar","298"
"unit_culverin_4_fre_ha_01","FOUND","1","1","gameplay/cba_siege_data.scar","461"
"unit_culverin_4_hre","FOUND","1","1","gameplay/cba_siege_data.scar","315"
"unit_culverin_4_hre_ha_01","FOUND","1","1","gameplay/cba_siege_data.scar","478"
"unit_culverin_4_jpn","FOUND","2","1","gameplay/cba_siege_data.scar","492"
"unit_culverin_4_mal","FOUND","1","1","gameplay/cba_siege_data.scar","399"
"unit_culverin_4_mon","FOUND","2","1","gameplay/cba_siege_data.scar","359"
"unit_culverin_4_ott","FOUND","1","1","gameplay/cba_siege_data.scar","413"
"unit_culverin_4_royal_fre","FOUND","1","1","gameplay/cba_siege_data.scar","305"
"unit_culverin_4_royal_fre_ha_01","FOUND","1","1","gameplay/cba_siege_data.scar","468"
"unit_culverin_4_rus","FOUND","1","1","gameplay/cba_siege_data.scar","329"
"unit_culverin_4_sul","FOUND","2","1","gameplay/cba_siege_data.scar","385"
"unit_daimyo_","MISSING","1","1","cba.scar","2451"
"unit_donso_","MISSING","1","1","cba.scar","2362"
"unit_donso_2_","MISSING","1","1","debug/cba_debug_leaver.scar","2574"
"unit_donso_3_","MISSING","1","1","debug/cba_debug_leaver.scar","2574"
"unit_dummy_","MISSING","1","1","cba.scar","2473"
"unit_earlsguard_","MISSING","2","1","cba.scar","2419"
"unit_earlsguard_3_","MISSING","1","1","cba.scar","2244"
"unit_earlsguard_3_lan","FOUND","7","2","cba.scar","1681"
"unit_fire_lancer_","MISSING","1","1","cba.scar","2369"
"unit_fire_lancer_4_","MISSING","1","1","debug/cba_debug_leaver.scar","2579"
"unit_firelancer_3_chi","FOUND","4","2","rewards.scar","3688"
"unit_foot_knight_2_cmp_eng","FOUND","2","1","specials/ags_testing.scar","65"
"unit_free_dummy_","MISSING","1","1","cba.scar","2474"
"unit_gbeto_","MISSING","2","1","cba.scar","2359"
"unit_gbeto_2_","MISSING","2","1","debug/cba_debug_leaver.scar","2166"
"unit_gbeto_2_mal","FOUND","4","2","rewards.scar","3857"
"unit_gbeto_3_","MISSING","3","2","cba.scar","2246"
"unit_gbeto_3_mal","FOUND","17","4","cba.scar","1682"
"unit_gbeto_4_","MISSING","2","1","debug/cba_debug_leaver.scar","2166"
"unit_genitour_","MISSING","1","1","cba.scar","2431"
"unit_genoese_crossbow_","MISSING","1","1","cba.scar","2427"
"unit_ghulam_","MISSING","1","1","cba.scar","2400"
"unit_ghulam_3_","MISSING","1","1","debug/cba_debug_leaver.scar","2602"
"unit_ghulam_4_","MISSING","1","1","debug/cba_debug_leaver.scar","2602"
"unit_great_bombard_","MISSING","1","1","cba.scar","2386"
"unit_great_bombard_4_","MISSING","1","1","debug/cba_debug_leaver.scar","2594"
"unit_great_bombard_4_ott","FOUND","1","1","gameplay/cba_siege_data.scar","415"
"unit_great_trebuchet_cmp_mon","FOUND","2","1","specials/ags_testing.scar","61"
"unit_grenadier_","MISSING","1","1","cba.scar","2372"
"unit_grenadier_4_","MISSING","1","1","debug/cba_debug_leaver.scar","2582"
"unit_handcannon_","MISSING","2","1","cba.scar","2486"
"unit_handcannon_3_ott","FOUND","4","2","rewards.scar","3890"
"unit_handcannoneer_","MISSING","8","1","cba.scar","2372"
"unit_handcannoneer_4_","MISSING","2","1","debug/cba_debug_leaver.scar","2161"
"unit_heavy_spearman_","MISSING","1","1","cba.scar","2432"
"unit_hobelar_","MISSING","3","1","cba.scar","2418"
"unit_horse_archer_","MISSING","1","1","cba.scar","2380"
"unit_horse_archer_3_","MISSING","1","1","debug/cba_debug_leaver.scar","2589"
"unit_horse_archer_4_","MISSING","1","1","debug/cba_debug_leaver.scar","2589"
"unit_horsearcher_2_mon","FOUND","4","2","rewards.scar","3758"
"unit_horsearcher_3_mon","FOUND","4","2","rewards.scar","3766"
"unit_horseman_","MISSING","18","3","cba.scar","2353"
"unit_horseman_2_","MISSING","2","1","debug/cba_debug_leaver.scar","2157"
"unit_horseman_2_eng","FOUND","1","1","debug/cba_debug_spawn_sequences.scar","198"
"unit_horseman_2_fre","FOUND","4","2","rewards.scar","3706"
