"Subsystem","File","FileName","Function","Params","Line","Visibility","FileRole"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","Debug_SetBaseline","amount","13","public","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","Debug_GetKillScore","player_idx","28","public","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","Debug_GetAutoAgeStatus","","46","public","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","Debug_GetPopCap","player_idx","67","public","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","Debug_PopAudit","","92","public","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","Debug_KeepDiagnostic","","123","public","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","Debug_PrecacheStatus","","153","public","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","Debug_Spawn","bp_name, player_idx, count","181","public","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","_Debug_GetPlayerSpawnAnchor","player","212","private","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","_Debug_ClampToPlayableBounds","base_pos, dx, dz, margin","220","private","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","_Debug_GetSafePosFromAnchor","anchor, offsets, margin, ref_entity, ref_ebp","248","private","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","_Debug_GetRamBaselineTotals","player","288","private","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","_Debug_LogRamBaseline","player, label","301","private","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","Debug_RunSmokeTests","","312","public","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","Debug_WaitForVisual","description, timeout_seconds","405","public","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","_Visual_PollResolution","","430","private","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","_Visual_Resume","","463","private","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","Debug_Confirm","","471","public","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","Debug_Reject","reason","479","public","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","Debug_FocusPlayer","player_idx","492","public","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","Debug_FocusPosition","x, y, z","509","public","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","Debug_SlowMotion","enabled","520","public","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","Debug_PauseAI","","530","public","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","Debug_ResumeAI","","537","public","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","Debug_ToggleOverlays","","544","public","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","Debug_VisualValidation_KeepDestroy","player_idx","554","public","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","_VisualKeepDestroy_Execute","","571","private","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","_VisualKeepDestroy_Finish","","595","private","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","Debug_VisualValidation_SiegeSpawn","player_idx","600","public","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","_Debug_GetAgeUnlockMode","civ","633","private","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","Debug_ValidateAgeGateCoverage","silent","652","public","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","_Debug_GetDefaultPlayerIndex","player_idx","715","private","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","Debug_ListPlayerSlots","","753","public","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","Debug_Demo_RewardPlayback","player_idx, kill_grant","796","public","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","Debug_Get_RewardPlaybackState","player_idx","865","public","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","Debug_Get_RewardHealthSummary","player_idx","933","public","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","Debug_Get_EliminationSettleState","","1060","public","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","_Debug_PlayerUI_ReadableName","slot","1140","local","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","Debug_Get_RankingAnimKeyAudit","","1163","public","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","Debug_Get_RankingOverview","","1206","public","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","_Debug_Run_PlayerUI_PhaseBSuite_Step","","1273","private","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","Debug_Run_PlayerUI_PhaseBSuite","player_idx, kill_grant","1316","public","debug"
"debug","debug/cba_debug_helpers.scar","cba_debug_helpers.scar","Debug_PlayerUI_RegressionCheck","player_idx","1345","public","debug"
"debug","debug/cba_debug_inspectors.scar","cba_debug_inspectors.scar","Debug_GetBuildingLimitState","","14","public","debug"
"debug","debug/cba_debug_inspectors.scar","cba_debug_inspectors.scar","Debug_GetSiegeLimitState","","57","public","debug"
"debug","debug/cba_debug_inspectors.scar","cba_debug_inspectors.scar","Debug_RamSiegeTowerLimitState","","95","public","debug"
"debug","debug/cba_debug_inspectors.scar","cba_debug_inspectors.scar","Debug_TeamBalanceCapState","","130","public","debug"
"debug","debug/cba_debug_inspectors.scar","cba_debug_inspectors.scar","Debug_GetKeepOwnershipMap","","165","public","debug"
"debug","debug/cba_debug_inspectors.scar","cba_debug_inspectors.scar","Debug_GetVillagerState","","191","public","debug"
"debug","debug/cba_debug_inspectors.scar","cba_debug_inspectors.scar","Debug_GetOptionParseResults","","214","public","debug"
"debug","debug/cba_debug_inspectors.scar","cba_debug_inspectors.scar","Debug_GetPostDefeatState","","241","public","debug"
"debug","debug/cba_debug_inspectors.scar","cba_debug_inspectors.scar","Debug_GetReligiousState","","262","public","debug"
"debug","debug/cba_debug_inspectors.scar","cba_debug_inspectors.scar","Debug_GetWonderState","","286","public","debug"
"debug","debug/cba_debug_inspectors.scar","cba_debug_inspectors.scar","Debug_GetAutoAgeState","","308","public","debug"
"debug","debug/cba_debug_inspectors.scar","cba_debug_inspectors.scar","Debug_CheckUpgradeBlueprint","upgrade_name","326","public","debug"
"debug","debug/cba_debug_inspectors.scar","cba_debug_inspectors.scar","Debug_AutoAge_CheckSpecialUpgradeIds","","349","public","debug"
"debug","debug/cba_debug_inspectors.scar","cba_debug_inspectors.scar","Debug_KeepCap_CheckSpecialAgeAbilityResolution","","381","public","debug"
"debug","debug/cba_debug_inspectors.scar","cba_debug_inspectors.scar","Debug_GetStarterKeepState","","488","public","debug"
"debug","debug/cba_debug_inspectors.scar","cba_debug_inspectors.scar","Debug_SiegeLimitFullDump","","564","public","debug"
"debug","debug/cba_debug_inspectors.scar","cba_debug_inspectors.scar","Debug_RamLimitFullTrace","","767","public","debug"
"debug","debug/cba_debug_inspectors.scar","cba_debug_inspectors.scar","Debug_SiegeLimitCrossValidation","","1093","public","debug"
"debug","debug/cba_debug_inspectors.scar","cba_debug_inspectors.scar","_SiegeAudit_CheckTag","bp, tag, is_entity","1161","local","debug"
"debug","debug/cba_debug_inspectors.scar","cba_debug_inspectors.scar","_SiegeAudit_AddIssue","issues, severity, kind, civ, key, detail","1172","local","debug"
"debug","debug/cba_debug_inspectors.scar","cba_debug_inspectors.scar","_SiegeAudit_CheckPaths","civ, key, bp_name, bp, cls, is_entity, issues","1178","local","debug"
"debug","debug/cba_debug_inspectors.scar","cba_debug_inspectors.scar","chk","tag","1179","local","debug"
"debug","debug/cba_debug_inspectors.scar","cba_debug_inspectors.scar","Debug_ValidateSiegeClassifications","","1344","public","debug"
"debug","debug/cba_debug_inspectors.scar","cba_debug_inspectors.scar","Debug_TeamBalancePerLimit","","1526","public","debug"
"debug","debug/cba_debug_inspectors.scar","cba_debug_inspectors.scar","Debug_LeaverSummary","","1575","public","debug"
"debug","debug/cba_debug_inspectors.scar","cba_debug_inspectors.scar","Debug_AutoPopHouseGuard","","1705","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_LeaverDebug_FullFinalize","","40","private","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_LeaverMilTest_Finalize","","118","private","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_LeaverMilTest_GetActualRecipientIndex","src_idx","210","private","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_LeaverMilTest_IsAlivePlayerIndex","player_idx","223","private","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_LeaverMilTest_GetCivSuffix","civ_name","230","private","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_LeaverMilTest_GetRoleSourceCandidates","role_key, src_suffix","239","private","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_LeaverMilTest_FindReceiverClassCandidate","role_key, src_civ, dst_civ","257","private","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_LeaverMilTest_SelectAutoPair","","277","private","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_LeaverMilTest_SelectFullValidationTarget","excluded_idx","314","private","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_LeaverDebug_Stage1_Snapshot","","331","private","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_LeaverDebug_Stage2_ReverseMap","","410","private","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_LeaverDebug_Stage3_Disconnect","player_idx","486","private","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_LeaverDebug_Stage4_Validate","pre_snapshot, disconnected_idx","526","private","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_LeaverDebug_Stage5_BlueprintAudit","","627","private","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_LeaverDebug_Stage6_Summary","stage_issues","708","private","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_LeaverConversion_Full","disconnect_player_idx, opt_mode","921","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_LeaverMilTest","src_idx, dst_idx, verbose","985","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_LeaverMilProof_OneShot","verbose","1201","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_LeaverConversion_Inspect","","1263","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_LeaverConversion_Stress","num_disconnects","1348","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_VisualTest_SafeWorldPos","raw_x, raw_z","1484","local","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_VisualTest_SafeGridBase","raw_x, raw_z, cols, spacing_x, total_slots, spacing_z","1499","local","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_VisualTest_BuildingGroup","category_name, keys","1519","private","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_VisualTest_DeferredCleanup","","1567","private","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_VisualTest_DeferredCleanupStep","","1592","private","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_VisualTest_ProcessUnitBatch","","1645","private","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_VisualTest_NextPhase","","1749","private","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_LeaverConversion_VisualByCiv","src_civ, dst_civ, mode","1815","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_LeaverConversion_Visual","src_idx, dst_idx, mode","1929","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_ResolveVisualPlayerSelector","selector, default_idx, role","1947","local","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_LeaverConversion_VisualCleanup","","2051","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_LeaverDebug_SimulateGates","bp_name, ags_key, player_id","2077","private","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_LeaverConversion_MilResolve","src_idx, dst_idx","2126","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_LeaverCrossCivMatrix","opt_mode","2270","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_LeaverMilCoverage_Pair","src_civ, rcv_civ","2623","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_LeaverMilCoverage_AllPairs","opt_mode","2710","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_ForceDisconnect","player_idx","2857","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_LeaverValidation","","2865","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_TransferValidation","src_idx, dst_idx","2913","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_ForceAnnihilation","player_idx","2941","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_GetLeaverBalanceState","","2965","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_GetBestAllyInfo","","2993","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_LeaverDebug_FullSystemValidateLimitsUI","","3044","private","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_LeaverDebug_Stage4b_WallOwnershipAudit","victim_id","3110","private","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_LeaverDebug_FullSystemFinalize","","3173","private","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_FullSystemValidation","player_idx","3389","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_FullValidation_All","player_idx, mode","3467","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_LeaverPerformance","","3486","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_LeaverPerf_CascadeNext","","3529","private","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_LeaverPerf_CascadeSummary","","3578","private","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_LeaverPerformance_6Player","count","3611","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_LeaverPipelineStatus","","3657","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_LeaverCoverage_AllCivPairs","opt_mode","3692","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_LeaverCoverage_Civ","src_civ_name","3827","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_LeaverCoverage_Pair","src_civ, rcv_civ","3912","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_LeaverCoverage_TryResolve","civ_name, ags_key","4014","private","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_LeaverResolve_ForcedBP","","4030","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","_ClassifyWeaponPath","weapon_bp_name","4179","local","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_LeaverWeaponAudit","","4242","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_LeaverTransferInspector","rcv_civ, src_civ","4436","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_LeaverWeaponAudit_ReceiverClass","filter_civ","4550","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_PrecacheManifest_ForcedCoverage","","4700","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_LeaverTransferInspector_AllPairs","src_civ","4807","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_PrecacheManifest_Summary","","4845","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_PrecacheManifest_Gaps","","4904","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_PrecacheManifest_Confirmed","","4940","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_PrecacheManifest_Report","","4964","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","Debug_LeaverSpawnerExemptProof","src_idx, dst_idx","5100","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","leaver_matrix_all_pairs","opt_mode","5327","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","debug.players.full_validation_all","idx, mode","5386","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","debug.players.forceDisconnect","idx","5391","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","debug.players.forceAnnihilation","idx","5395","public","debug"
"debug","debug/cba_debug_leaver.scar","cba_debug_leaver.scar","debug.players.run","player_idx","5404","public","debug"
"debug","debug/cba_debug_limits_ui.scar","cba_debug_limits_ui.scar","Debug_GetLimitsUIState","","21","public","debug"
"debug","debug/cba_debug_limits_ui.scar","cba_debug_limits_ui.scar","Debug_ConstructionTrace","player_idx","53","public","debug"
"debug","debug/cba_debug_limits_ui.scar","cba_debug_limits_ui.scar","Debug_LimitsUIStress","","116","public","debug"
"debug","debug/cba_debug_limits_ui.scar","cba_debug_limits_ui.scar","Debug_LimitsUI_TraceUpdateFlow","enable","187","public","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","Debug_PlayerUI_Anim_FeatureStatus","","77","public","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","Debug_PlayerUI_Anim_PresetSafe","","94","public","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","Debug_PlayerUI_Anim_PresetAll","","100","public","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","Debug_PlayerUI_Anim_TogglePresetHudOnly","","106","public","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","Debug_PlayerUI_Anim_TogglePresetFull","","112","public","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","Debug_PlayerUI_Anim_ApplyWhenVisible","enabled","118","public","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","Debug_PlayerUI_Anim_ToggleProbe","path","125","public","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","PlayerUI_Debug_FeatureStatus","","141","public","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","PlayerUI_Debug_TogglePresetFull","","145","public","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","Debug_PlayerUI_Anim_SetMinimalHud","enabled","149","public","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","Debug_PlayerUI_Anim_RestoreStage1","","157","public","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","Debug_PlayerUI_Anim_RestoreStage2","","165","public","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","Debug_PlayerUI_Anim_RestoreStage3","","171","public","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","Debug_PlayerUI_Anim_RestoreStage4","","177","public","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","Debug_PlayerUI_Anim_RestoreStage5","","183","public","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","Debug_PlayerUI_Anim_RestoreStage6","","189","public","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_ElimValidate_Log","message","225","local","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_ElimValidate_IsTrue","value","229","local","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_ElimValidate_GetLocalPlayerIndex","","246","local","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_ElimValidate_IsSafeTarget","player_idx, local_idx","258","local","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_ElimValidate_GetSafeCandidates","local_idx","276","local","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_ElimValidate_GetNextCandidateCyclic","candidates, local_idx, skip_idx","289","local","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_ElimValidate_SelectTargets","candidates","302","local","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_ElimValidate_ReadDiagSnapshot","","361","local","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_ElimValidate_GetWorldPlayerId","worldIndex","375","local","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_ElimValidate_ResolveUIIndexByPlayerId","worldIndex","386","local","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_ElimValidate_ResolveObservationIndex","worldIndex","403","local","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_ElimValidate_ReadPlayerData","worldIndex","417","local","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_ElimValidate_ReadAnimationEntry","worldIndex","428","local","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_ElimValidate_IsAnimActive","worldIndex","440","local","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_ElimValidate_GetProgress","worldIndex","451","local","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_ElimValidate_IsWorldPlayerEliminated","worldIndex","462","local","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_ElimValidate_FormatFailures","failures","474","local","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_ElimValidate_TriggerEliminate","player_idx","481","local","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_ElimValidate_TriggerEliminateStrict","player_idx","492","local","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_ElimValidate_TriggerSurrender","player_idx","510","local","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_ElimValidate_TriggerDisconnect","player_idx","521","local","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","Debug_PlayerUI_Elim_ValidateFull","verbose","542","public","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_ElimValidate_RunNextStage","","619","private","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_ElimValidate_PollStageEarly","","708","private","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_ElimValidate_PollStageMain","","754","private","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_ElimValidate_FinalizeStage","","835","private","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_ElimValidate_FinalizeRun","","1025","private","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","Debug_PlayerUI_Anim_RunStaged","delay","1081","public","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_PlayerUI_Anim_RunStaged_Step","","1104","private","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_PlayerUI_Anim_RunStaged_Finalize","","1166","private","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","Debug_PlayerUI_Anim_TogglePaths","hud_enabled, scores_enabled, objectives_enabled","1174","public","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","Debug_PlayerUI_Anim_Features","move_enabled, scale_enabled, pulse_enabled, dim_enabled","1190","public","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_Anim_Phase0_Engine","","1252","private","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_Anim_Phase1_RankState","","1348","private","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_Anim_Phase2_BindingCoverage","","1469","private","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_Anim_Phase3_FlipStress","","1567","private","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_Anim_Phase4_ScorePulse","","1684","private","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_Anim_Phase5_CrashProbes","","1782","private","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_Anim_Phase6_MonitorDryRun","","1901","private","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","Debug_PlayerUI_Anim","","1920","public","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_Anim_Chain1","","1941","private","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_Anim_Chain2","","1946","private","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_Anim_Chain3","","1951","private","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_Anim_Chain4","","1956","private","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_Anim_Chain5","","1961","private","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_Anim_Chain6","","1966","private","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_Anim_Finish","","1971","private","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","Debug_PlayerUI_Anim_Monitor","","1996","public","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","Debug_PlayerUI_Anim_MonitorStop","","2015","public","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_Anim_MonitorTick","","2047","private","debug"
"debug","debug/cba_debug_playerui_anim.scar","cba_debug_playerui_anim.scar","_Debug_Anim_MonitorCheck","","2056","private","debug"
