"Category","File","Import","Line"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus.scar","MissionOMatic/MissionOMatic.scar","1"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus.scar","missionomatic/modules/module_rovingarmy.scar","2"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus.scar","abb_m8_cyprus_objectives.scar","3"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus.scar","abb_m8_cyprus_data.scar","4"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus.scar","abb_m8_cyprus_automated.scar","5"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus.scar","abb_m8_cyprus_defenders.scar","6"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\ang_chp0_intro.scar","MissionOMatic/MissionOMatic.scar","7"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\ang_chp0_intro.scar","obj_economy_darkage.scar","8"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\ang_chp0_intro.scar","obj_explore_darkage.scar","9"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\ang_chp0_intro.scar","obj_progress_feudalage.scar","10"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\ang_chp0_intro.scar","obj_tip_darkage.scar","11"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\ang_chp0_intro.scar","obj_military_feudal.scar","12"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\ang_chp0_intro.scar","obj_attackenemycavalry.scar","13"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\ang_chp0_intro.scar","obj_attack_enemyarchery.scar","14"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\ang_chp0_intro.scar","obj_attack_enemyinfantry.scar","15"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\ang_chp0_intro.scar","obj_progress_castleage.scar","16"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\ang_chp0_intro.scar","obj_tip_feudal.scar","17"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\ang_chp0_intro.scar","training_missionzero.scar","18"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training.scar","4"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training/campaigntraininggoals.scar","5"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\training_missionzero.scar","training/coretraininggoals.scar","6"
"campaign","scenarios\campaign\angevin\ang_chp1_hastings\ang_chp1_hastings.scar","MissionOMatic/MissionOMatic.scar","7"
"campaign","scenarios\campaign\angevin\ang_chp1_hastings\ang_chp1_hastings.scar","ShieldWall_Hastings.scar","9"
"campaign","scenarios\campaign\angevin\ang_chp1_hastings\ang_chp1_hastings.scar","Training_Hastings.scar","10"
"campaign","scenarios\campaign\angevin\ang_chp1_hastings\ang_chp1_hastings.scar","obj_InitialAttack.scar","12"
"campaign","scenarios\campaign\angevin\ang_chp1_hastings\ang_chp1_hastings.scar","obj_Feign.scar","13"
"campaign","scenarios\campaign\angevin\ang_chp1_hastings\ang_chp1_hastings.scar","obj_DefeatSaxons.scar","14"
"campaign","scenarios\campaign\angevin\ang_chp1_hastings\ang_chp1_hastings.scar","obj_KillHarold.scar","15"
"campaign","scenarios\campaign\angevin\ang_chp1_hastings\obj_feign.scar","ang_chp1_hastings.scar","5"
"campaign","scenarios\campaign\angevin\ang_chp1_hastings\training_hastings.scar","training/campaigntraininggoals.scar","5"
"campaign","scenarios\campaign\angevin\ang_chp1_york\ang_chp1_york_data.scar","MissionOMatic/MissionOMatic.scar","1"
"campaign","scenarios\campaign\angevin\ang_chp1_york\ang_chp1_york.scar","MissionOMatic/MissionOMatic.scar","7"
"campaign","scenarios\campaign\angevin\ang_chp1_york\ang_chp1_york.scar","obj_capture_locations.scar","9"
"campaign","scenarios\campaign\angevin\ang_chp1_york\ang_chp1_york.scar","obj_develop.scar","10"
"campaign","scenarios\campaign\angevin\ang_chp1_york\ang_chp1_york.scar","obj_strengthen.scar","11"
"campaign","scenarios\campaign\angevin\ang_chp1_york\ang_chp1_york.scar","obj_reclaim.scar","12"
"campaign","scenarios\campaign\angevin\ang_chp1_york\ang_chp1_york.scar","obj_defeat_danes.scar","13"
"campaign","scenarios\campaign\angevin\ang_chp1_york\ang_chp1_york.scar","ang_chp1_york_data.scar","14"
"campaign","scenarios\campaign\angevin\ang_chp1_york\ang_chp1_york.scar","diplomacy_chp1_york.scar","15"
"campaign","scenarios\campaign\angevin\ang_chp1_york\ang_chp1_york.scar","training_york.scar","18"
"campaign","scenarios\campaign\angevin\ang_chp1_york\diplomacy_chp1_york.scar","gameplay/xbox_diplomacy_menus.scar","10"
"campaign","scenarios\campaign\angevin\ang_chp1_york\training_york.scar","training/campaigntraininggoals.scar","5"
"campaign","scenarios\campaign\angevin\ang_chp1_york\training_york.scar","training/coretraininggoals.scar","6"
"campaign","scenarios\campaign\angevin\ang_chp2_bayeux\ang_chp2_bayeux.scar","MissionOMatic/MissionOMatic.scar","7"
"campaign","scenarios\campaign\angevin\ang_chp2_bayeux\ang_chp2_bayeux.scar","obj_destroy.scar","8"
"campaign","scenarios\campaign\angevin\ang_chp2_bayeux\ang_chp2_bayeux.scar","obj_capturewood.scar","9"
"campaign","scenarios\campaign\angevin\ang_chp2_bayeux\ang_chp2_bayeux.scar","obj_controlgroups.scar","10"
"campaign","scenarios\campaign\angevin\ang_chp2_bayeux\ang_chp2_bayeux.scar","training_bayeux.scar","13"
"campaign","scenarios\campaign\angevin\ang_chp2_bayeux\obj_destroy.scar","MissionOMatic/MissionOMatic.scar","1"
"campaign","scenarios\campaign\angevin\ang_chp2_bayeux\obj_destroy.scar","obj_<prefix>.scar","11"
"campaign","scenarios\campaign\angevin\ang_chp2_bayeux\training_bayeux.scar","training/campaigntraininggoals.scar","5"
"campaign","scenarios\campaign\angevin\ang_chp2_bremule\ang_chp2_bremule.scar","MissionOMatic/MissionOMatic.scar","8"
"campaign","scenarios\campaign\angevin\ang_chp2_bremule\ang_chp2_bremule.scar","obj_frenchadvance.scar","9"
"campaign","scenarios\campaign\angevin\ang_chp2_bremule\ang_chp2_bremule.scar","obj_retakegrainville.scar","10"
"campaign","scenarios\campaign\angevin\ang_chp2_bremule\ang_chp2_bremule.scar","obj_retakecressenville.scar","11"
"campaign","scenarios\campaign\angevin\ang_chp2_bremule\ang_chp2_bremule.scar","obj_defeatthefrench.scar","12"
"campaign","scenarios\campaign\angevin\ang_chp2_bremule\ang_chp2_bremule.scar","obj_recaptures.scar","13"
"campaign","scenarios\campaign\angevin\ang_chp2_bremule\ang_chp2_bremule.scar","obj_funckeys.scar","14"
"campaign","scenarios\campaign\angevin\ang_chp2_bremule\ang_chp2_bremule.scar","prefabs/schemas/villagerlife.scar","15"
"campaign","scenarios\campaign\angevin\ang_chp2_bremule\ang_chp2_bremule.scar","training_bremule.scar","18"
"campaign","scenarios\campaign\angevin\ang_chp2_bremule\obj_frenchadvance.scar","MissionOMatic/MissionOMatic.scar","4"
"campaign","scenarios\campaign\angevin\ang_chp2_bremule\training_bremule.scar","training/campaigntraininggoals.scar","5"
"campaign","scenarios\campaign\angevin\ang_chp2_tinchebray\ang_chp2_tinchebray_training.scar","training.scar","1"
"campaign","scenarios\campaign\angevin\ang_chp2_tinchebray\ang_chp2_tinchebray_training.scar","training/campaigntraininggoals.scar","2"
"campaign","scenarios\campaign\angevin\ang_chp2_tinchebray\ang_chp2_tinchebray.scar","MissionOMatic/MissionOMatic.scar","7"
"campaign","scenarios\campaign\angevin\ang_chp2_tinchebray\ang_chp2_tinchebray.scar","obj_defeat.scar","9"
"campaign","scenarios\campaign\angevin\ang_chp2_tinchebray\ang_chp2_tinchebray.scar","obj_reinforce.scar","10"
"campaign","scenarios\campaign\angevin\ang_chp2_tinchebray\ang_chp2_tinchebray.scar","ang_chp2_tinchebray_data.scar","11"
"campaign","scenarios\campaign\angevin\ang_chp2_tinchebray\ang_chp2_tinchebray.scar","ang_chp2_tinchebray_training.scar","12"
"campaign","scenarios\campaign\angevin\ang_chp2_tinchebray\ang_chp2_tinchebray.scar","diplomacy_chp2_tinchebray.scar","13"
"campaign","scenarios\campaign\angevin\ang_chp2_tinchebray\diplomacy_chp2_tinchebray.scar","gameplay/xbox_diplomacy_menus.scar","10"
"campaign","scenarios\campaign\angevin\ang_chp3_lincoln\ang_chp3_lincoln_training.scar","training.scar","2"
"campaign","scenarios\campaign\angevin\ang_chp3_lincoln\ang_chp3_lincoln_training.scar","training/coretraininggoals.scar","3"
"campaign","scenarios\campaign\angevin\ang_chp3_lincoln\ang_chp3_lincoln_training.scar","training/coretrainingconditions.scar","4"
"campaign","scenarios\campaign\angevin\ang_chp3_lincoln\ang_chp3_lincoln_training.scar","training/campaigntraininggoals.scar","5"
"campaign","scenarios\campaign\angevin\ang_chp3_lincoln\ang_chp3_lincoln.scar","MissionOMatic/MissionOMatic.scar","7"
"campaign","scenarios\campaign\angevin\ang_chp3_lincoln\ang_chp3_lincoln.scar","obj_defeat.scar","9"
"campaign","scenarios\campaign\angevin\ang_chp3_lincoln\ang_chp3_lincoln.scar","obj_welsh.scar","10"
"campaign","scenarios\campaign\angevin\ang_chp3_lincoln\ang_chp3_lincoln.scar","obj_defend.scar","11"
"campaign","scenarios\campaign\angevin\ang_chp3_lincoln\ang_chp3_lincoln.scar","ang_chp3_lincoln_data.scar","12"
"campaign","scenarios\campaign\angevin\ang_chp3_lincoln\ang_chp3_lincoln.scar","ang_chp3_lincoln_training.scar","13"
"campaign","scenarios\campaign\angevin\ang_chp3_wallingford\ang_chp3_wallingford.scar","MissionOMatic/MissionOMatic.scar","1"
"campaign","scenarios\campaign\angevin\ang_chp3_wallingford\ang_chp3_wallingford.scar","ang_chp3_wallingford_objectives.scar","2"
"campaign","scenarios\campaign\angevin\ang_chp3_wallingford\ang_chp3_wallingford.scar","ang_chp3_wallingford_data.scar","3"
"campaign","scenarios\campaign\angevin\ang_chp3_wallingford\ang_chp3_wallingford.scar","missionomatic/missionomatic_wave.scar","4"
"campaign","scenarios\campaign\angevin\ang_chp3_wallingford\ang_chp3_wallingford.scar","training_wallingford.scar","5"
"campaign","scenarios\campaign\angevin\ang_chp3_wallingford\obj_eliminate.scar","obj_<prefix>.scar","4"
"campaign","scenarios\campaign\angevin\ang_chp3_wallingford\obj_survive.scar","obj_<prefix>.scar","5"
"campaign","scenarios\campaign\angevin\ang_chp3_wallingford\training_wallingford.scar","training.scar","2"
"campaign","scenarios\campaign\angevin\ang_chp3_wallingford\training_wallingford.scar","training/campaigntraininggoals.scar","3"
"campaign","scenarios\campaign\angevin\ang_chp4_dover\ang_chp4_dover.scar","MissionOMatic/MissionOMatic.scar","8"
"campaign","scenarios\campaign\angevin\ang_chp4_dover\ang_chp4_dover.scar","obj_holdoffsiege.scar","9"
"campaign","scenarios\campaign\angevin\ang_chp4_dover\ang_chp4_dover.scar","obj_siegewaves.scar","10"
"campaign","scenarios\campaign\angevin\ang_chp4_dover\ang_chp4_dover.scar","obj_disruptfrench.scar","11"
"campaign","scenarios\campaign\angevin\ang_chp4_dover\ang_chp4_dover.scar","ang_chp4_dover_data.scar","12"
"campaign","scenarios\campaign\angevin\ang_chp4_dover\ang_chp4_dover.scar","training_dover.scar","13"
"campaign","scenarios\campaign\angevin\ang_chp4_dover\training_dover.scar","training/campaigntraininggoals.scar","5"
"campaign","scenarios\campaign\angevin\ang_chp4_lincoln\ang_chp4_lincoln_training.scar","training/campaigntraininggoals.scar","1"
"campaign","scenarios\campaign\angevin\ang_chp4_lincoln\ang_chp4_lincoln_training.scar","training/coretraininggoals.scar","2"
"campaign","scenarios\campaign\angevin\ang_chp4_lincoln\ang_chp4_lincoln.scar","training/campaigntraininggoals.scar","7"
"campaign","scenarios\campaign\angevin\ang_chp4_lincoln\ang_chp4_lincoln.scar","MissionOMatic/MissionOMatic.scar","8"
"campaign","scenarios\campaign\angevin\ang_chp4_lincoln\ang_chp4_lincoln.scar","obj_defeat_french.scar","10"
"campaign","scenarios\campaign\angevin\ang_chp4_lincoln\ang_chp4_lincoln.scar","obj_defeat_rebels.scar","11"
"campaign","scenarios\campaign\angevin\ang_chp4_lincoln\ang_chp4_lincoln.scar","obj_defend_keep.scar","12"
"campaign","scenarios\campaign\angevin\ang_chp4_lincoln\ang_chp4_lincoln.scar","obj_reinforcements.scar","13"
"campaign","scenarios\campaign\angevin\ang_chp4_lincoln\ang_chp4_lincoln.scar","ang_chp4_lincoln_training.scar","14"
"campaign","scenarios\campaign\angevin\ang_chp4_lincoln\ang_chp4_lincoln.scar","ang_chp4_lincoln_data.scar","15"
"campaign","scenarios\campaign\angevin\ang_chp4_lincoln\ang_chp4_lincoln.scar","missionomatic/missionomatic_wave.scar","16"
"campaign","scenarios\campaign\angevin\ang_chp4_rochester\ang_chp4_rochester.scar","MissionOMatic/MissionOMatic.scar","1"
"campaign","scenarios\campaign\angevin\ang_chp4_rochester\ang_chp4_rochester.scar","obj_capturevillage.scar","2"
"campaign","scenarios\campaign\angevin\ang_chp4_rochester\ang_chp4_rochester.scar","obj_destroyrochester.scar","3"
"campaign","scenarios\campaign\angevin\ang_chp4_rochester\ang_chp4_rochester.scar","obj_stopeconomy.scar","4"
"campaign","scenarios\campaign\angevin\ang_chp4_rochester\ang_chp4_rochester.scar","obj_siegetutorial.scar","5"
"campaign","scenarios\campaign\angevin\ang_chp4_rochester\ang_chp4_rochester.scar","ang_chp4_rochester_recipe.scar","6"
"campaign","scenarios\campaign\angevin\ang_chp4_rochester\ang_chp4_rochester.scar","training_rochester.scar","9"
"campaign","scenarios\campaign\angevin\ang_chp4_rochester\obj_destroyrochester.scar","obj_<prefix>.scar","9"
"campaign","scenarios\campaign\angevin\ang_chp4_rochester\training_rochester.scar","training/campaigntraininggoals.scar","5"
"campaign","scenarios\campaign\hundred\hun_chp1_combat30\diplomacy_hun_chp1_combat30.scar","gameplay/xbox_diplomacy_menus.scar","10"
"campaign","scenarios\campaign\hundred\hun_chp1_combat30\hun_chp1_combat30.scar","MissionOMatic/MissionOMatic.scar","1"
"campaign","scenarios\campaign\hundred\hun_chp1_combat30\hun_chp1_combat30.scar","obj_approach.scar","2"
"campaign","scenarios\campaign\hundred\hun_chp1_combat30\hun_chp1_combat30.scar","obj_preround.scar","3"
"campaign","scenarios\campaign\hundred\hun_chp1_combat30\hun_chp1_combat30.scar","obj_combat.scar","4"
"campaign","scenarios\campaign\hundred\hun_chp1_combat30\hun_chp1_combat30.scar","diplomacy_hun_chp1_combat30.scar","5"
"campaign","scenarios\campaign\hundred\hun_chp1_combat30\hun_chp1_combat30.scar","training_combat30.scar","6"
"campaign","scenarios\campaign\hundred\hun_chp1_combat30\obj_preround.scar","cardinal.scar","4"
"campaign","scenarios\campaign\hundred\hun_chp1_combat30\training_combat30.scar","training/campaigntraininggoals.scar","5"
"campaign","scenarios\campaign\hundred\hun_chp1_paris\hun_chp1_paris_training.scar","training.scar","2"
"campaign","scenarios\campaign\hundred\hun_chp1_paris\hun_chp1_paris_training.scar","training/campaigntraininggoals.scar","3"
"campaign","scenarios\campaign\hundred\hun_chp1_paris\hun_chp1_paris.scar","MissionOMatic/MissionOMatic.scar","1"
"campaign","scenarios\campaign\hundred\hun_chp1_paris\hun_chp1_paris.scar","hun_chp1_paris_data.scar","2"
"campaign","scenarios\campaign\hundred\hun_chp1_paris\hun_chp1_paris.scar","hun_chp1_paris_objectives.scar","3"
"campaign","scenarios\campaign\hundred\hun_chp1_paris\hun_chp1_paris.scar","hun_chp1_paris_training.scar","4"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\diplomacy_chp2_cocherel.scar","gameplay/xbox_diplomacy_menus.scar","10"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","MissionOMatic/MissionOMatic.scar","9"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","obj_capture_frenchtowns.scar","11"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","obj_kill_charlesarmy.scar","12"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","obj_optional_killroutiers.scar","13"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","obj_protect_monastery.scar","14"
"campaign","scenarios\campaign\hundred\hun_chp2_cocherel\hun_chp2_cocherel.scar","diplomacy_chp2_cocherel.scar","16"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain_training.scar","training.scar","2"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain_training.scar","training/campaigntraininggoals.scar","3"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain.scar","MissionOMatic/MissionOMatic.scar","1"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain.scar","hun_chp2_pontvallain_objectives.scar","2"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain.scar","hun_chp2_pontvallain_data.scar","3"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain.scar","hun_chp2_pontvallain_training.scar","4"
"campaign","scenarios\campaign\hundred\hun_chp2_pontvallain\hun_chp2_pontvallain\obj_destroy.scar","obj_<prefix>.scar","10"
"campaign","scenarios\campaign\hundred\hun_chp3_orleans\hun_chp3_orleans_training.scar","training.scar","2"
"campaign","scenarios\campaign\hundred\hun_chp3_orleans\hun_chp3_orleans_training.scar","training/campaigntraininggoals.scar","3"
"campaign","scenarios\campaign\hundred\hun_chp3_orleans\hun_chp3_orleans.scar","MissionOMatic/MissionOMatic.scar","1"
"campaign","scenarios\campaign\hundred\hun_chp3_orleans\hun_chp3_orleans.scar","hun_chp3_orleans_objectives.scar","2"
"campaign","scenarios\campaign\hundred\hun_chp3_orleans\hun_chp3_orleans.scar","hun_chp3_orleans_data.scar","3"
"campaign","scenarios\campaign\hundred\hun_chp3_orleans\hun_chp3_orleans.scar","hun_chp3_orleans_training.scar","4"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\diplomacy_chp3_patay.scar","gameplay/xbox_diplomacy_menus.scar","10"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_training.scar","training/campaigntraininggoals.scar","5"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay_training.scar","training/coretraininggoals.scar","6"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay.scar","MissionOMatic/MissionOMatic.scar","7"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay.scar","hun_chp3_patay_data.scar","8"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay.scar","diplomacy_chp3_patay.scar","9"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay.scar","obj_defeat_english.scar","10"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay.scar","obj_reinforcements.scar","11"
"campaign","scenarios\campaign\hundred\hun_chp3_patay\hun_chp3_patay.scar","hun_chp3_patay_training.scar","14"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny.scar","MissionOMatic/MissionOMatic.scar","1"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny.scar","hun_chp4_formigny_data.scar","3"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny.scar","obj_opt_save_village.scar","4"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny.scar","obj_clearnormandy.scar","5"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny.scar","obj_stopthem.scar","6"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny.scar","obj_captureformigny.scar","8"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\hun_chp4_formigny.scar","training_formigny.scar","9"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\training_formigny.scar","training/campaigntraininggoals.scar","2"
"campaign","scenarios\campaign\hundred\hun_chp4_formigny\training_formigny.scar","training/coretrainingconditions.scar","3"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\diplomacy_rouen.scar","gameplay/xbox_diplomacy_menus.scar","10"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","MissionOMatic/MissionOMatic.scar","7"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","obj_destroy_rouen.scar","9"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","obj_research.scar","10"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","diplomacy_rouen.scar","11"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","obj_optionals.scar","12"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","obj_uni_capture.scar","13"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\hun_chp4_rouen.scar","obj_bbsurvive.scar","14"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\obj_optionals.scar","obj_research.scar","5"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\obj_research.scar","sobj_capture_mine.scar","5"
"campaign","scenarios\campaign\hundred\hun_chp4_rouen\obj_research.scar","training/campaigntraininggoals.scar","6"
"campaign","scenarios\campaign\mongol\mon_chp1_juyong\mon_chp1_juyong.scar","MissionOMatic/MissionOMatic.scar","8"
"campaign","scenarios\campaign\mongol\mon_chp1_juyong\mon_chp1_juyong.scar","obj_juyong_phase1.scar","9"
"campaign","scenarios\campaign\mongol\mon_chp1_juyong\mon_chp1_juyong.scar","training_juyong.scar","10"
"campaign","scenarios\campaign\mongol\mon_chp1_juyong\obj_juyong_phase1.scar","obj_<prefix>.scar","8"
"campaign","scenarios\campaign\mongol\mon_chp1_juyong\obj_juyong_phase1.scar","obj_juyong_phase2.scar","11"
"campaign","scenarios\campaign\mongol\mon_chp1_juyong\obj_juyong_phase2.scar","obj_<prefix>.scar","8"
"campaign","scenarios\campaign\mongol\mon_chp1_juyong\obj_juyong_phase2.scar","obj_juyong_phase3.scar","11"
"campaign","scenarios\campaign\mongol\mon_chp1_juyong\obj_juyong_phase3.scar","obj_<prefix>.scar","8"
"campaign","scenarios\campaign\mongol\mon_chp1_juyong\obj_juyong_phase3.scar","obj_juyong_phase4.scar","11"
"campaign","scenarios\campaign\mongol\mon_chp1_juyong\obj_juyong_phase4.scar","obj_<prefix>.scar","8"
"campaign","scenarios\campaign\mongol\mon_chp1_juyong\training_juyong.scar","training/campaigntraininggoals.scar","5"
"campaign","scenarios\campaign\mongol\mon_chp1_kalka_river\mon_chp1_kalka_river.scar","MissionOMatic/MissionOMatic.scar","8"
"campaign","scenarios\campaign\mongol\mon_chp1_kalka_river\mon_chp1_kalka_river.scar","obj_slowdowntherus.scar","10"
"campaign","scenarios\campaign\mongol\mon_chp1_kalka_river\mon_chp1_kalka_river.scar","obj_setupambush.scar","11"
"campaign","scenarios\campaign\mongol\mon_chp1_kalka_river\mon_chp1_kalka_river.scar","obj_ambushattack.scar","12"
"campaign","scenarios\campaign\mongol\mon_chp1_kalka_river\mon_chp1_kalka_river.scar","obj_defeat_enclosedrus.scar","13"
"campaign","scenarios\campaign\mongol\mon_chp1_kalka_river\mon_chp1_kalka_river.scar","training_kalkariver.scar","14"
"campaign","scenarios\campaign\mongol\mon_chp1_kalka_river\obj_gettoambushpoint.scar","obj_<prefix>.scar","10"
"campaign","scenarios\campaign\mongol\mon_chp1_kalka_river\training_kalkariver.scar","training/campaigntraininggoals.scar","2"
"campaign","scenarios\campaign\mongol\mon_chp1_kalka_river\training_kalkariver.scar","training/coretrainingconditions.scar","3"
"campaign","scenarios\campaign\mongol\mon_chp1_kalka_river\training_kalkariver.scar","training/mongoltrainingconditions.scar","4"
"campaign","scenarios\campaign\mongol\mon_chp1_kalka_river\training_kalkariver.scar","training/mongoltraininggoals.scar","5"
"campaign","scenarios\campaign\mongol\mon_chp1_zhongdu\mon_chp1_zhongdu.scar","MissionOMatic/MissionOMatic.scar","8"
"campaign","scenarios\campaign\mongol\mon_chp1_zhongdu\mon_chp1_zhongdu.scar","obj_zhongdu_secondary.scar","10"
"campaign","scenarios\campaign\mongol\mon_chp1_zhongdu\mon_chp1_zhongdu.scar","obj_zhongdu_phase1.scar","11"
"campaign","scenarios\campaign\mongol\mon_chp1_zhongdu\mon_chp1_zhongdu.scar","training_zhongdu.scar","12"
"campaign","scenarios\campaign\mongol\mon_chp1_zhongdu\obj_zhongdu_phase1.scar","obj_<prefix>.scar","8"
"campaign","scenarios\campaign\mongol\mon_chp1_zhongdu\obj_zhongdu_phase1.scar","obj_zhongdu_phase2.scar","11"
"campaign","scenarios\campaign\mongol\mon_chp1_zhongdu\obj_zhongdu_phase2.scar","obj_<prefix>.scar","8"
"campaign","scenarios\campaign\mongol\mon_chp1_zhongdu\obj_zhongdu_secondary.scar","obj_<prefix>.scar","8"
"campaign","scenarios\campaign\mongol\mon_chp1_zhongdu\training_zhongdu.scar","training.scar","5"
"campaign","scenarios\campaign\mongol\mon_chp1_zhongdu\training_zhongdu.scar","training/campaigntraininggoals.scar","6"
"campaign","scenarios\campaign\mongol\mon_chp2_kiev\mon_chp2_kiev.scar","MissionOMatic/MissionOMatic.scar","8"
"campaign","scenarios\campaign\mongol\mon_chp2_kiev\mon_chp2_kiev.scar","obj_destroygate.scar","9"
"campaign","scenarios\campaign\mongol\mon_chp2_kiev\mon_chp2_kiev.scar","obj_forwardbase.scar","10"
"campaign","scenarios\campaign\mongol\mon_chp2_kiev\mon_chp2_kiev.scar","obj_destroykiev.scar","11"
"campaign","scenarios\campaign\mongol\mon_chp2_kiev\mon_chp2_kiev.scar","training_kiev.scar","14"
"campaign","scenarios\campaign\mongol\mon_chp2_kiev\training_kiev.scar","training/campaigntraininggoals.scar","5"
"campaign","scenarios\campaign\mongol\mon_chp2_liegnitz\mon_chp2_liegnitz.scar","MissionOMatic/MissionOMatic.scar","7"
"campaign","scenarios\campaign\mongol\mon_chp2_liegnitz\mon_chp2_liegnitz.scar","obj_destroypoles.scar","8"
"campaign","scenarios\campaign\mongol\mon_chp2_liegnitz\mon_chp2_liegnitz.scar","training_liegnitz.scar","11"
"campaign","scenarios\campaign\mongol\mon_chp2_liegnitz\training_liegnitz.scar","training/campaigntraininggoals.scar","5"
"campaign","scenarios\campaign\mongol\mon_chp2_mohi\mon_chp2_mohi.scar","MissionOMatic/MissionOMatic.scar","7"
"campaign","scenarios\campaign\mongol\mon_chp2_mohi\mon_chp2_mohi.scar","obj_hungarianarmy.scar","8"
"campaign","scenarios\campaign\mongol\mon_chp2_mohi\mon_chp2_mohi.scar","obj_scoutbridge.scar","9"
"campaign","scenarios\campaign\mongol\mon_chp2_mohi\obj_scoutbridge.scar","MissionOMatic/MissionOMatic.scar","4"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\mon_chp3_lumen_shan_automated.scar","GameScarUtil.scar","9"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\mon_chp3_lumen_shan_automated.scar","Prefabs.scar","10"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\mon_chp3_lumen_shan_automated.scar","standard.scar","11"
"campaign","scenarios\campaign\mongol\mon_chp3_lumen_shan\mon_chp3_lumen_shan_automated.scar","scarutil.scar","12"
