"Category","File","Variable","Line","Value"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_data.scar","limassol_defenders_maaAmount","232","limassol_defenders_maaAmount = Util_DifVar({2, 3, 4, 5}),"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_data.scar","limassol_defenders_archersAmount","233","limassol_defenders_archersAmount = Util_DifVar({3, 5, 7, 10}),"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_data.scar","limassol_defenders_xbowsAmount","234","limassol_defenders_xbowsAmount = Util_DifVar({2, 3, 4, 5}),"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_data.scar","limassol_defenders_horsiesAmount","235","limassol_defenders_horsiesAmount = Util_DifVar({3, 4, 7, 10}),"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_data.scar","limassol_defenders_springsAmount","236","limassol_defenders_springsAmount = Util_DifVar({0, 0, 1, 1}),"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_data.scar","famagusta_navy_defence_war_galley_amount","241","famagusta_navy_defence_war_galley_amount = Util_DifVar({2, 1, 1, 0}),"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_data.scar","famagusta_navy_defence_warships_amount","242","famagusta_navy_defence_warships_amount = Util_DifVar({0, 0, 0, 1}),"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_data.scar","famagusta_navy_defence_combat_ships_amount","243","famagusta_navy_defence_combat_ships_amount = Util_DifVar({0, 1, 2, 2}),"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_data.scar","famagusta_naval_raid_war_galley_amount","245","famagusta_naval_raid_war_galley_amount = Util_DifVar({2, 2, 2, 2}),"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_data.scar","famagusta_naval_raid_warships_amount","246","famagusta_naval_raid_warships_amount = Util_DifVar({0, 0, 1, 2}),"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_data.scar","famagusta_naval_raid_combat_ships_amount","247","famagusta_naval_raid_combat_ships_amount = Util_DifVar({0, 1, 1, 3}),"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_data.scar","famagusta_navy_patrol_war_galley_amount","249","famagusta_navy_patrol_war_galley_amount = Util_DifVar({2, 2, 0, 0}),"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_data.scar","famagusta_navy_patrol_warships_amount","250","famagusta_navy_patrol_warships_amount = Util_DifVar({0, 0, 0, 1}),"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_data.scar","famagusta_navy_patrol_combat_ships_amount","251","famagusta_navy_patrol_combat_ships_amount = Util_DifVar({0, 0, 2, 2}),"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_defenders.scar","player","168","player = player5,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_defenders.scar","name","169","name = ""famagusta_navy_patrols_""..i,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_defenders.scar","spawn","170","spawn = marker,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_defenders.scar","marker","171","marker = marker,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_defenders.scar","units","172","units = CYPRUS_UNITS.FAMAGUSTA_NAVY.PATROL,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_defenders.scar","targets","173","targets = {mkr_naval_patrol_dest1, mkr_naval_patrol_dest2, mkr_naval_patrol_dest3,  mkr_naval_patrol_dest4},"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_defenders.scar","targetOrder","174","targetOrder = TARGET_ORDER_LOOP,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_defenders.scar","combatRange","175","combatRange = 80,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_defenders.scar","famagusta_navy_spawn_delay","178","famagusta_navy_spawn_delay = famagusta_navy_spawn_delay+1"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_defenders.scar","player","227","player = player7,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_defenders.scar","name","228","name = ""limassol_antiinfantry_defenders_""..i,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_defenders.scar","spawn","229","spawn = marker,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_defenders.scar","units","230","units = CYPRUS_UNITS.LIMASSOL_DEFENDERS.ANTIINFANTRY,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_defenders.scar","combatRange","231","combatRange = 80,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_defenders.scar","limassol_spawn_delay","234","limassol_spawn_delay = limassol_spawn_delay+1"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_encounters.scar","b_kyreniaDestroyed","123","b_kyreniaDestroyed = true"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","debug_destroyFamagusta","19","debug_destroyFamagusta = true"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","debug_destroyKyrenia","23","debug_destroyKyrenia = true"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","OBJ_DefendLandmarks","30","OBJ_DefendLandmarks = {"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","Title","31","Title = ""$11257559"", --Your landmarks must survive"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","Type","32","Type = ObjectiveType_Information,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","IsFailed","33","IsFailed = function()"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","health_how","39","health_how = EGroup_GetAvgHealth(eg_p1_how)"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","OnFail","48","OnFail = function()"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","OBJ_DestroyNicosia","53","OBJ_DestroyNicosia = {"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","Title","54","Title = ""$11254234"", --Destroy Nicosia"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","Type","55","Type = ObjectiveType_Primary,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","SetupUI","56","SetupUI = function()"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","hpid_nicosia","57","hpid_nicosia = Objective_AddUIElements(OBJ_DestroyNicosia, mkr_ui_nicosia, true, ""$11254213"", false, 5)"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","OnComplete","59","OnComplete = function()"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","SOBJ_DestroyNicosia_TC","64","SOBJ_DestroyNicosia_TC = {"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","Title","65","Title = ""$11254236"", --Destroy Nicosia's Town Center"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","Type","66","Type = ObjectiveType_Primary,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","Parent","67","Parent = OBJ_DestroyNicosia,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","SetupUI","68","SetupUI = function()"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","hpid_nicosia_tc","69","hpid_nicosia_tc = Objective_AddUIElements(SOBJ_DestroyNicosia_TC, mkr_nicosia_tc, true, ""$11257381"", true, 5)"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","SOBJ_DestroyNicosia_Keeps","73","SOBJ_DestroyNicosia_Keeps = {"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","Title","74","Title = ""$11254245"", --Destroy the Keeps"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","Type","75","Type = ObjectiveType_Primary,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","Parent","76","Parent = OBJ_DestroyNicosia,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","SetupUI","77","SetupUI = function ()"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","hpid_nicosia_keeps","78","hpid_nicosia_keeps = Objective_AddUIElements(SOBJ_DestroyNicosia_Keeps, mkr_nicosia_keeps, true, ""$11257382"", true, 5)"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","OBJ_HouseOfWisdom","83","OBJ_HouseOfWisdom = {"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","Title","84","Title = ""$11252301"", --Build a House of Wisdom"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","Type","85","Type = ObjectiveType_Optional,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","IsComplete","86","IsComplete = function()"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","OBJ_DestroyFamagusta","91","OBJ_DestroyFamagusta = {"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","Title","92","Title = ""$11254238"", --Destroy Genoese docks to stop naval raids"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","Type","93","Type = ObjectiveType_Battle,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","SetupUI","94","SetupUI = function()"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","hpid_famagusta","95","hpid_famagusta = Objective_AddUIElements(OBJ_DestroyFamagusta, mkr_ui_famagusta, true, ""$11254268"", false, 5)"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","OnStart","99","OnStart = function()"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","IsComplete","104","IsComplete = function()"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","PreComplete","109","PreComplete = function()"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","OnComplete","112","OnComplete = function()"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","OBJ_DestroyKyrenia","121","OBJ_DestroyKyrenia = {"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","Title","122","Title = ""$11254241"", --Optional: Destroy Kyrenia"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","Type","123","Type = ObjectiveType_Battle,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","PreStart","124","PreStart = function()"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","SetupUI","132","SetupUI = function()"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","hpid_kyrenia","133","hpid_kyrenia = Objective_AddUIElements(OBJ_DestroyKyrenia, mkr_ui_kyrenia, true, ""$11254269"", false, 5)"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","OnComplete","135","OnComplete = function()"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","SOBJ_DestroyKyrenia_TC","141","SOBJ_DestroyKyrenia_TC = {"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","Title","142","Title = ""$11257379"", --Destroy Kyrenia's town center"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","Type","143","Type = ObjectiveType_Battle,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","Parent","144","Parent = OBJ_DestroyKyrenia,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","OnStart","146","OnStart = function()"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","OBJ_Prisoners","153","OBJ_Prisoners = {"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","Title","154","Title = ""$11254242"", --Optional: Liberate the Prison Camps"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","Type","155","Type = ObjectiveType_Optional,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","PreStart","156","PreStart = function()"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","OnStart","162","OnStart = function()"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","VOPlayed_FreeTheCaptives","164","VOPlayed_FreeTheCaptives = true"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","SetupUI","168","SetupUI = function ()"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","hpid_prison1","171","hpid_prison1 = Objective_AddUIElements(OBJ_Prisoners, mkr_ui_prison1, true, ""$11257380"", false, 5)"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","hpid_prison2","172","hpid_prison2 = Objective_AddUIElements(OBJ_Prisoners, mkr_ui_prison2, true, ""$11257380"", false, 5)"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","hpid_prison3","173","hpid_prison3 = Objective_AddUIElements(OBJ_Prisoners, mkr_ui_prison3, true, ""$11257380"", false, 5)"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","IsComplete","179","IsComplete = function()"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","OnComplete","182","OnComplete = function()"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","OnComplete","259","OnComplete = function()"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","IsFailed","297","IsFailed = function()"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","OnFail","300","OnFail = function()"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","SOBJ_DefeatLimassolRebels","305","SOBJ_DefeatLimassolRebels ="
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","Title","307","Title = ""$11254255"", --Defeat the Limassol Defenders"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","showTitle","308","showTitle = false,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","showIntel","309","showIntel = false,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","Type","310","Type = ObjectiveType_Capture,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","Parent","311","Parent = OBJ_CaptureLimassol,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","OnStart","312","OnStart = function()"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","SOBJ_LocationLimassol","317","SOBJ_LocationLimassol ="
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","Title","319","Title = ""$11254256"", --Limassol"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","Type","320","Type = ObjectiveType_Capture,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","Parent","321","Parent = OBJ_CaptureLimassol,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","TOBJ_AvoidDestruction","324","TOBJ_AvoidDestruction = {"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","Title","325","Title = ""$11258154"", --Avoid destroying Limassol's buildings so you can use them after capturing the town"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","Type","326","Type = ObjectiveType_Tip,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","Parent","327","Parent = OBJ_CaptureLimassol,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_objectives.scar","StartAlongsideParent","328","StartAlongsideParent = true,"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_prison_logic.scar","i_prisonsFreed","91","i_prisonsFreed = i_prisonsFreed + 1    -- INCREMENT PRISONS FREED. AT == 1, FAMAGUSTA BECOMES INVOLVED IN THE MISSION."
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus_prison_logic.scar","VOPlayed_CaptivesFreed","106","VOPlayed_CaptivesFreed = true"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus.scar","nicosia_raid_index","578","nicosia_raid_index = nicosia_raid_index + 1"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus.scar","nicosia_raid_index","580","nicosia_raid_index = NICOSIA_RAID_CYCLE_INDEX --cycle back to earlier index in the table"
"campaign","scenarios\campaign\abbasid\abb_m8_cyprus\abb_m8_cyprus.scar","naval_loot_count","740","naval_loot_count = naval_loot_count + 1"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\ang_chp0_intro.scar","i_built_Mills","526","i_built_Mills = i_built_Mills + 1"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\ang_chp0_intro.scar","i_built_LumberCamps","529","i_built_LumberCamps = i_built_LumberCamps + 1"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\ang_chp0_intro.scar","i_built_Houses","532","i_built_Houses = i_built_Houses + 1"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\ang_chp0_intro.scar","i_built_MiningCamps","541","i_built_MiningCamps = i_built_MiningCamps + 1"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\ang_chp0_intro.scar","b_stables_built","590","b_stables_built = true"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\ang_chp0_intro.scar","b_archeryRange_built","618","b_archeryRange_built = true"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","OnComplete","31","OnComplete = AttackArchersEncampment_OnComplete,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","Cheat","33","Cheat = Cheat_AttackArchery,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","SOBJ_BuildStables","36","SOBJ_BuildStables = {"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","Title","38","Title = Loc_FormatText(""$11193251"",i_amount_stables), -- Build a Stables"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","Type","39","Type = ObjectiveType_Build,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","Parent","40","Parent = OBJ_AttackArchersEncampment,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","StartAlongsideParent","41","StartAlongsideParent = false,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","Intel_Start","43","Intel_Start = EVENTS.BuildStables_IntelStart,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","SetupUI","45","SetupUI = SOBJ_BuildStables_UI,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","OnStart","47","OnStart = SOBJ_BuildStables_Start,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","PreComplete","49","PreComplete = function ()"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","OnComplete","55","OnComplete = SOBJ_BuildStables_OnComplete,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","SOBJ_ProduceHorsemen","58","SOBJ_ProduceHorsemen = {"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","Title","60","Title = Loc_FormatText(""$11192870"",i_amount_horsemen_produce), -- Produce 15 Horsemen"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","Type","61","Type = ObjectiveType_Primary,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","Parent","62","Parent = OBJ_AttackArchersEncampment,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","StartAlongsideParent","63","StartAlongsideParent = false,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","Intel_Start","65","Intel_Start = EVENTS.ProduceHorsemen_IntelStart,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","SetupUI","67","SetupUI = ProduceHorsemen_UI,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","PreStart","69","PreStart = function()"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","OnStart","73","OnStart = ProduceHorsemen_Start,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","PreComplete","75","PreComplete = function ()"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","OnComplete","81","OnComplete = ProduceHorsemen_OnComplete,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","SOBJ_KillArchers","84","SOBJ_KillArchers = {"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","Title","86","Title = ""$11192871"", -- Kill the archers in the French Encampment."
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","Type","87","Type = ObjectiveType_Battle,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","Parent","88","Parent = OBJ_AttackArchersEncampment,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","StartAlongsideParent","89","StartAlongsideParent = false,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","Intel_Complete","92","Intel_Complete = EVENTS.KillArchers_IntelComplete,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","SetupUI","94","SetupUI = KillArchers_UI,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","PreStart","96","PreStart = function()"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","OnComplete","103","OnComplete = KillArchers_OnComplete,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","SOBJ_DestroyTheArcheryEncampment","106","SOBJ_DestroyTheArcheryEncampment = {"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","Title","108","Title = ""$11192872"", -- Destroy the French Archery Encampment's buildings"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","Type","109","Type = ObjectiveType_Battle,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","Parent","110","Parent = OBJ_AttackArchersEncampment,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","StartAlongsideParent","111","StartAlongsideParent = false,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","Intel_Complete","114","Intel_Complete = EVENTS.DestroyArcheryRange_IntelComplete,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","SetupUI","116","SetupUI = DestroyTheArcheryEncampment_UI,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","OnStart","118","OnStart = DestroyTheArcheryEncampment_Start,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyarchery.scar","OnComplete","120","OnComplete = DestroyTheArcheryEncampment_OnComplete,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","OnComplete","28","OnComplete = AttackInfantryEncampment_OnComplete,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","Cheat","30","Cheat = Cheat_AttackInfantry,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","SOBJ_BuildArcheryRange","34","SOBJ_BuildArcheryRange = {"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","Title","36","Title = Loc_FormatText(""$11193295"", i_amount_archeryranges), -- Build an Archery Range"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","Type","37","Type = ObjectiveType_Build,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","Parent","38","Parent = OBJ_AttackInfantryEncampment,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","StartAlongsideParent","39","StartAlongsideParent = false,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","Intel_Start","41","Intel_Start = EVENTS.BuildArcheryRange_IntelStart,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","SetupUI","43","SetupUI = SOBJ_BuildArcheryRange_UI,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","OnStart","45","OnStart = SOBJ_BuildArcheryRange_Start,"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","PreComplete","47","PreComplete = function ()"
"campaign","scenarios\campaign\angevin\ang_chp0_intro\obj_attack_enemyinfantry.scar","OnComplete","53","OnComplete = SOBJ_BuildArcheryRange_OnComplete,"
