"Mode","Civ","Threshold","Type","Blueprint","Count","Age","Condition","Title","File","Line"
"onslaught","byzantine_ha_mac","4500","upgrade_const","AGS_UP_CHEMISTRY","","","","$11143390","cba_rewards_onslaught.scar","3923"
"onslaught","byzantine_ha_mac","5000","upgrade_const","AGS_UP_SIEGE_WORKS","","","","$11155930","cba_rewards_onslaught.scar","3927"
"onslaught","byzantine_ha_mac","5250","upgrade_const","AGS_UP_SIEGE_SPEED","","","","$11168900","cba_rewards_onslaught.scar","3931"
"onslaught","byzantine_ha_mac","7500","unknown","","","","","$11119564","cba_rewards_onslaught.scar","3935"
"onslaught","byzantine_ha_mac","10000","unknown","","","","","$11144562","cba_rewards_onslaught.scar","3939"
"onslaught","byzantine_ha_mac","50000","unknown","","","","","$1754","cba_rewards_onslaught.scar","3943"
"onslaught","chinese","0","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_chi","40","","","","cba_rewards_onslaught.scar","282"
"onslaught","chinese","100","upgrade_const","AGS_UP_SIEGE_ENGINEERS","","","","$1000893","cba_rewards_onslaught.scar","286"
"onslaught","chinese","250","upgrade_const","AGS_UP_A_MELEE_I","","","","$11166275","cba_rewards_onslaught.scar","291"
"onslaught","chinese","350","upgrade_const","AGS_UP_D_MELEE_I","","","","$11166446","cba_rewards_onslaught.scar","295"
"onslaught","chinese","400","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_chi","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","299"
"onslaught","chinese","450","upgrade_const","AGS_UP_SIEGE_ROLLER_TRIGGER","","","","$11143393","cba_rewards_onslaught.scar","304"
"onslaught","chinese","500","age","","","2","Option_Reward_Age","$11149424","cba_rewards_onslaught.scar","309"
"onslaught","chinese","600","upgrade_const","AGS_UP_D_RANGED_I","","","","$11166508","cba_rewards_onslaught.scar","314"
"onslaught","chinese","700","upgrade_const","AGS_UP_D_MELEE_II","","","","$11166450","cba_rewards_onslaught.scar","318"
"onslaught","chinese","750","upgradeBP","upgrade_manatarms_battle_hardened_chi","","","","Loc:""$42764"", ""$11162046""","cba_rewards_onslaught.scar","322"
"onslaught","chinese","800","upgrade_const","AGS_UP_A_RANGED_I","","","","$11166532","cba_rewards_onslaught.scar","326"
"onslaught","chinese","900","upgrade_const","AGS_UP_A_MELEE_II","","","","$11166393","cba_rewards_onslaught.scar","330"
"onslaught","chinese","1000","age","","","3","Option_Reward_Age","$11149425","cba_rewards_onslaught.scar","335"
"onslaught","chinese","1100","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_chi","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","340"
"onslaught","chinese","1200","upgrade_const","AGS_UP_D_RANGED_II","","","","$11166509","cba_rewards_onslaught.scar","345"
"onslaught","chinese","1250","upgradeBP","upgrade_manatarms_aoe_chi","","","","Loc:""$42764"", ""$11192809""","cba_rewards_onslaught.scar","349"
"onslaught","chinese","1300","upgrade_const","AGS_UP_SPEARMAN_ELITE","","","","$11168127","cba_rewards_onslaught.scar","353"
"onslaught","chinese","1400","upgrade_const","AGS_UP_D_MELEE_III","","","","$11166451","cba_rewards_onslaught.scar","357"
"onslaught","chinese","1600","upgrade_const","AGS_UP_A_RANGED_II","","","","$11166539","cba_rewards_onslaught.scar","362"
"onslaught","chinese","1700","upgrade_const","AGS_UP_MANATARMS_ELITE","","","","$11168132","cba_rewards_onslaught.scar","366"
"onslaught","chinese","1750","upgradeBP","upgrade_reload_drills_chi","","","","Loc:""$42764"", ""$11155730""","cba_rewards_onslaught.scar","370"
"onslaught","chinese","1800","upgrade_const","AGS_UP_A_MELEE_III","","","","$11166402","cba_rewards_onslaught.scar","374"
"onslaught","chinese","1900","upgrade_const","AGS_UP_SIEGE_ADJUSTABLE_CROSSBAR","","","","$11144582","cba_rewards_onslaught.scar","378"
"onslaught","chinese","2000","age","","","4","Option_Reward_Age","$11149426","cba_rewards_onslaught.scar","383"
"onslaught","chinese","2100","upgrade_const","AGS_UP_D_RANGED_III","","","","$11166510","cba_rewards_onslaught.scar","388"
"onslaught","chinese","2100","upgrade_const","AGS_UP_BARDING","","","","$11143344","cba_rewards_onslaught.scar","396"
"onslaught","chinese","2200","upgrade_const","AGS_UP_A_RANGED_III","","","","$11166540","cba_rewards_onslaught.scar","392"
"onslaught","chinese","2250","upgradeBP","upgrade_gunpowder_damage_chi","","","","Loc:""$42764"", ""$11192898""","cba_rewards_onslaught.scar","400"
"onslaught","chinese","2400","upgrade_const","AGS_UP_BIOLOGY","","","","$11155932","cba_rewards_onslaught.scar","404"
"onslaught","chinese","2500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_chi","40","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","408"
"onslaught","chinese","3000","upgrade_const","AGS_UP_GRAPERED_LANCE","","","","$11143350","cba_rewards_onslaught.scar","413"
"onslaught","chinese","3100","upgrade_const","AGS_UP_RANGED_INCENDIARY","","","","$11143381","cba_rewards_onslaught.scar","426"
"onslaught","chinese","3250","upgrade_const","AGS_UP_MILITARY_ACADEMY","","","","$11143314","cba_rewards_onslaught.scar","417"
"onslaught","chinese","3500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_chi","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","421"
"onslaught","chinese","4000","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_chi","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","430"
"onslaught","chinese","4250","upgrade_const","AGS_UP_ARCHITECTURE","","","","$11155725","cba_rewards_onslaught.scar","435"
"onslaught","chinese","4500","upgrade_const","AGS_UP_CHEMISTRY","","","","$11143390","cba_rewards_onslaught.scar","439"
"onslaught","chinese","5000","upgrade_const","AGS_UP_SIEGE_WORKS","","","","$11155930","cba_rewards_onslaught.scar","443"
"onslaught","chinese","5250","upgrade_const","AGS_UP_SIEGE_SPEED","","","","$11168900","cba_rewards_onslaught.scar","447"
"onslaught","chinese","7500","unknown","","","","","$11119564","cba_rewards_onslaught.scar","451"
"onslaught","chinese","10000","unknown","","","","","$11144562","cba_rewards_onslaught.scar","455"
"onslaught","chinese","50000","unknown","","","","","$1754","cba_rewards_onslaught.scar","459"
"onslaught","chinese_ha_01","0","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_chi_ha_01","40","","","","cba_rewards_onslaught.scar","2468"
"onslaught","chinese_ha_01","100","upgrade_const","AGS_UP_SIEGE_ENGINEERS","","","","$1000893","cba_rewards_onslaught.scar","2472"
"onslaught","chinese_ha_01","250","upgrade_const","AGS_UP_A_MELEE_I","","","","$11166275","cba_rewards_onslaught.scar","2476"
"onslaught","chinese_ha_01","350","upgrade_const","AGS_UP_D_MELEE_I","","","","$11166446","cba_rewards_onslaught.scar","2480"
"onslaught","chinese_ha_01","400","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_chi_ha_01","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","2484"
"onslaught","chinese_ha_01","450","upgrade_const","AGS_UP_SIEGE_ROLLER_TRIGGER","","","","$11143393","cba_rewards_onslaught.scar","2489"
"onslaught","chinese_ha_01","500","age","","","2","Option_Reward_Age","$11149424","cba_rewards_onslaught.scar","2494"
"onslaught","chinese_ha_01","600","upgrade_const","AGS_UP_D_RANGED_I","","","","$11166508","cba_rewards_onslaught.scar","2499"
"onslaught","chinese_ha_01","700","upgrade_const","AGS_UP_D_MELEE_II","","","","$11166450","cba_rewards_onslaught.scar","2503"
"onslaught","chinese_ha_01","800","upgrade_const","AGS_UP_A_RANGED_I","","","","$11166532","cba_rewards_onslaught.scar","2507"
"onslaught","chinese_ha_01","900","upgrade_const","AGS_UP_A_MELEE_II","","","","$11166393","cba_rewards_onslaught.scar","2511"
"onslaught","chinese_ha_01","1000","age","","","3","Option_Reward_Age","$11149425","cba_rewards_onslaught.scar","2516"
"onslaught","chinese_ha_01","1100","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_chi_ha_01","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","2521"
"onslaught","chinese_ha_01","1200","upgrade_const","AGS_UP_D_RANGED_II","","","","$11166509","cba_rewards_onslaught.scar","2526"
"onslaught","chinese_ha_01","1300","upgrade_const","AGS_UP_SPEARMAN_ELITE","","","","$11168127","cba_rewards_onslaught.scar","2530"
"onslaught","chinese_ha_01","1400","upgrade_const","AGS_UP_D_MELEE_III","","","","$11166451","cba_rewards_onslaught.scar","2534"
"onslaught","chinese_ha_01","1600","upgrade_const","AGS_UP_A_RANGED_II","","","","$11166539","cba_rewards_onslaught.scar","2538"
"onslaught","chinese_ha_01","1700","upgrade_const","AGS_UP_MANATARMS_ELITE","","","","$11168132","cba_rewards_onslaught.scar","2542"
"onslaught","chinese_ha_01","1800","upgrade_const","AGS_UP_A_MELEE_III","","","","$11166402","cba_rewards_onslaught.scar","2546"
"onslaught","chinese_ha_01","1900","upgrade_const","AGS_UP_SIEGE_ADJUSTABLE_CROSSBAR","","","","$11144582","cba_rewards_onslaught.scar","2550"
"onslaught","chinese_ha_01","2000","age","","","4","Option_Reward_Age","$11149426","cba_rewards_onslaught.scar","2555"
"onslaught","chinese_ha_01","2100","upgrade_const","AGS_UP_BARDING","","","","$11143344","cba_rewards_onslaught.scar","2568"
"onslaught","chinese_ha_01","2100","upgrade_const","AGS_UP_D_RANGED_III","","","","$11166510","cba_rewards_onslaught.scar","2560"
"onslaught","chinese_ha_01","2200","upgrade_const","AGS_UP_A_RANGED_III","","","","$11166540","cba_rewards_onslaught.scar","2564"
"onslaught","chinese_ha_01","2400","upgrade_const","AGS_UP_BIOLOGY","","","","$11155932","cba_rewards_onslaught.scar","2572"
"onslaught","chinese_ha_01","2500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_chi_ha_01","40","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","2576"
"onslaught","chinese_ha_01","3000","upgrade_const","AGS_UP_GRAPERED_LANCE","","","","$11143350","cba_rewards_onslaught.scar","2581"
"onslaught","chinese_ha_01","3100","upgrade_const","AGS_UP_RANGED_INCENDIARY","","","","$11143381","cba_rewards_onslaught.scar","2594"
"onslaught","chinese_ha_01","3250","upgrade_const","AGS_UP_MILITARY_ACADEMY","","","","$11143314","cba_rewards_onslaught.scar","2585"
"onslaught","chinese_ha_01","3500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_chi_ha_01","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","2589"
"onslaught","chinese_ha_01","4000","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_chi_ha_01","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","2598"
"onslaught","chinese_ha_01","4250","upgrade_const","AGS_UP_ARCHITECTURE","","","","$11155725","cba_rewards_onslaught.scar","2603"
"onslaught","chinese_ha_01","4500","upgrade_const","AGS_UP_CHEMISTRY","","","","$11143390","cba_rewards_onslaught.scar","2607"
"onslaught","chinese_ha_01","5000","upgrade_const","AGS_UP_SIEGE_WORKS","","","","$11155930","cba_rewards_onslaught.scar","2611"
"onslaught","chinese_ha_01","5250","upgrade_const","AGS_UP_SIEGE_SPEED","","","","$11168900","cba_rewards_onslaught.scar","2615"
"onslaught","chinese_ha_01","7500","unknown","","","","","$11119564","cba_rewards_onslaught.scar","2619"
"onslaught","chinese_ha_01","10000","unknown","","","","","$11144562","cba_rewards_onslaught.scar","2623"
"onslaught","chinese_ha_01","50000","unknown","","","","","$1754","cba_rewards_onslaught.scar","2627"
"onslaught","english","0","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_eng","40","","","","cba_rewards_onslaught.scar","59"
"onslaught","english","100","upgrade_const","AGS_UP_SIEGE_ENGINEERS","","","","Loc:""$42764"", ""$1000893""","cba_rewards_onslaught.scar","63"
"onslaught","english","175","upgradeBP","upgrade_longbow_make_camp_eng","","","","Loc:""$42764"", ""$11245756""","cba_rewards_onslaught.scar","67"
"onslaught","english","275","upgrade_const","AGS_UP_A_MELEE_I","","","","Loc:""$42764"", ""$11166275""","cba_rewards_onslaught.scar","71"
"onslaught","english","300","upgradeBP","upgrade_ranged_palings_eng","","","","Loc:""$42764"", ""$11245756""","cba_rewards_onslaught.scar","75"
"onslaught","english","350","upgrade_const","AGS_UP_D_MELEE_I","","","","Loc:""$42764"", ""$11166446""","cba_rewards_onslaught.scar","79"
"onslaught","english","400","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_eng","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","83"
"onslaught","english","450","upgrade_const","AGS_UP_SIEGE_ROLLER_TRIGGER","","","","Loc:""$42764"", ""$11143393""","cba_rewards_onslaught.scar","88"
"onslaught","english","500","age","","","2","Option_Reward_Age","$11149424","cba_rewards_onslaught.scar","93"
"onslaught","english","600","upgrade_const","AGS_UP_D_RANGED_I","","","","Loc:""$42764"", ""$11166508""","cba_rewards_onslaught.scar","98"
"onslaught","english","650","upgradeBP","upgrade_ranged_longbow_arrow_volley_eng","","","","Loc:""$42764"", ""$11159356""","cba_rewards_onslaught.scar","102"
"onslaught","english","700","upgrade_const","AGS_UP_D_MELEE_II","","","","Loc:""$42764"", ""$11166450""","cba_rewards_onslaught.scar","106"
"onslaught","english","800","upgrade_const","AGS_UP_A_RANGED_I","","","","Loc:""$42764"", ""$11166532""","cba_rewards_onslaught.scar","111"
"onslaught","english","850","upgradeBP","upgrade_armor_clad_eng","","","","Loc:""$42764"", ""$11197956""","cba_rewards_onslaught.scar","115"
"onslaught","english","900","upgrade_const","AGS_UP_A_MELEE_II","","","","Loc:""$42764"", ""$11166393""","cba_rewards_onslaught.scar","119"
"onslaught","english","1000","age","","","3","Option_Reward_Age","$11149425","cba_rewards_onslaught.scar","124"
"onslaught","english","1100","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_eng","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","129"
"onslaught","english","1200","upgrade_const","AGS_UP_D_RANGED_II","","","","Loc:""$42764"", ""$11166509""","cba_rewards_onslaught.scar","134"
"onslaught","english","1300","upgrade_const","AGS_UP_SPEARMAN_ELITE","","","","Loc:""$42764"", ""$11168127""","cba_rewards_onslaught.scar","138"
"onslaught","english","1400","upgrade_const","AGS_UP_D_MELEE_III","","","","Loc:""$42764"", ""$11166451""","cba_rewards_onslaught.scar","142"
"onslaught","english","1600","upgrade_const","AGS_UP_A_RANGED_II","","","","Loc:""$42764"", ""$11166539""","cba_rewards_onslaught.scar","146"
"onslaught","english","1700","upgrade_const","AGS_UP_MANATARMS_ELITE","","","","Loc:""$42764"", ""$11168132""","cba_rewards_onslaught.scar","150"
"onslaught","english","1800","upgrade_const","AGS_UP_A_MELEE_III","","","","Loc:""$42764"", ""$11166402""","cba_rewards_onslaught.scar","154"
"onslaught","english","1900","upgrade_const","AGS_UP_SIEGE_ADJUSTABLE_CROSSBAR","","","","Loc:""$42764"", ""$11144582""","cba_rewards_onslaught.scar","158"
"onslaught","english","2000","age","","","4","Option_Reward_Age","$11149426","cba_rewards_onslaught.scar","163"
"onslaught","english","2100","upgrade_const","AGS_UP_D_RANGED_III","","","","Loc:""$42764"", ""$11166510""","cba_rewards_onslaught.scar","168"
"onslaught","english","2200","upgrade_const","AGS_UP_A_RANGED_III","","","","Loc:""$42764"", ""$11166540""","cba_rewards_onslaught.scar","172"
"onslaught","english","2300","upgrade_const","AGS_UP_BARDING","","","","Loc:""$42764"", ""$11143344""","cba_rewards_onslaught.scar","176"
"onslaught","english","2400","upgrade_const","AGS_UP_BIOLOGY","","","","Loc:""$42764"", ""$11155932""","cba_rewards_onslaught.scar","180"
"onslaught","english","2500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_eng","40","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","184"
"onslaught","english","3000","upgrade_const","AGS_UP_GRAPERED_LANCE","","","","Loc:""$42764"", ""$11143350""","cba_rewards_onslaught.scar","189"
"onslaught","english","3100","upgrade_const","AGS_UP_RANGED_INCENDIARY","","","","Loc:""$42764"", ""$11143381""","cba_rewards_onslaught.scar","193"
"onslaught","english","3300","upgrade_const","AGS_UP_MILITARY_ACADEMY","","","","Loc:""$42764"", ""$11143314""","cba_rewards_onslaught.scar","197"
"onslaught","english","3400","upgradeBP","upgrade_trebuchet_aoe_eng","","","","Loc:""$42764"", ""$11185236""","cba_rewards_onslaught.scar","201"
"onslaught","english","3500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_eng","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","205"
"onslaught","english","4000","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_eng","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","210"
"onslaught","english","4250","upgrade_const","AGS_UP_ARCHITECTURE","","","","Loc:""$42764"", ""$11155725""","cba_rewards_onslaught.scar","215"
"onslaught","english","4500","upgrade_const","AGS_UP_CHEMISTRY","","","","$11143390","cba_rewards_onslaught.scar","219"
"onslaught","english","5000","upgrade_const","AGS_UP_SIEGE_WORKS","","","","$11155930","cba_rewards_onslaught.scar","223"
"onslaught","english","5250","upgrade_const","AGS_UP_SIEGE_SPEED","","","","$11168900","cba_rewards_onslaught.scar","227"
"onslaught","english","7500","unknown","","","","","$11119564","cba_rewards_onslaught.scar","231"
"onslaught","english","10000","unknown","","","","","$11144562","cba_rewards_onslaught.scar","235"
"onslaught","english","50000","unknown","","","","","$1754","cba_rewards_onslaught.scar","239"
"onslaught","french","0","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_fre","40","","","","cba_rewards_onslaught.scar","506"
"onslaught","french","100","upgrade_const","AGS_UP_SIEGE_ENGINEERS","","","","$1000893","cba_rewards_onslaught.scar","510"
"onslaught","french","350","upgrade_const","AGS_UP_D_MELEE_I","","","","$11166446","cba_rewards_onslaught.scar","515"
"onslaught","french","400","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_fre","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","519"
"onslaught","french","450","upgrade_const","AGS_UP_SIEGE_ROLLER_TRIGGER","","","","$11143393","cba_rewards_onslaught.scar","524"
"onslaught","french","500","age","","","2","Option_Reward_Age","$11149424","cba_rewards_onslaught.scar","529"
"onslaught","french","600","upgrade_const","AGS_UP_D_RANGED_I","","","","$11166508","cba_rewards_onslaught.scar","534"
"onslaught","french","700","upgrade_const","AGS_UP_D_MELEE_II","","","","$11166450","cba_rewards_onslaught.scar","538"
"onslaught","french","800","upgrade_const","AGS_UP_A_RANGED_I","","","","$11166532","cba_rewards_onslaught.scar","542"
"onslaught","french","900","upgrade_const","AGS_UP_A_MELEE_II","","","","$11166393","cba_rewards_onslaught.scar","546"
"onslaught","french","1000","age","","","3","Option_Reward_Age","$11149425","cba_rewards_onslaught.scar","551"
"onslaught","french","1100","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_fre","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","556"
"onslaught","french","1150","upgradeBP","upgrade_cavalry_chivalry_fre","","","","Loc:""$42764"", ""$11148011""","cba_rewards_onslaught.scar","561"
"onslaught","french","1200","upgrade_const","AGS_UP_D_RANGED_II","","","","$11166509","cba_rewards_onslaught.scar","565"
"onslaught","french","1300","upgrade_const","AGS_UP_SPEARMAN_ELITE","","","","$11168127","cba_rewards_onslaught.scar","569"
"onslaught","french","1350","upgradeBP","upgrade_ranged_crossbow_drills_fre","","","","Loc:""$42764"",""$11154579""","cba_rewards_onslaught.scar","573"
"onslaught","french","1400","upgrade_const","AGS_UP_D_MELEE_III","","","","$11166451","cba_rewards_onslaught.scar","577"
"onslaught","french","1450","upgradeBP","upgrade_ranged_crossbow_stirrups_fre","","","","Loc:""$42764"",""$11154574""","cba_rewards_onslaught.scar","581"
"onslaught","french","1550","upgradeBP","upgrade_ranged_crossbow_cranequin_fre","","","","Loc:""$42764"",""$11143380""","cba_rewards_onslaught.scar","586"
"onslaught","french","1600","upgrade_const","AGS_UP_A_RANGED_II","","","","$11166539","cba_rewards_onslaught.scar","590"
"onslaught","french","1700","upgrade_const","AGS_UP_MANATARMS_ELITE","","","","$11168132","cba_rewards_onslaught.scar","594"
"onslaught","french","1800","upgrade_const","AGS_UP_A_MELEE_III","","","","$11166402","cba_rewards_onslaught.scar","598"
"onslaught","french","1900","upgrade_const","AGS_UP_SIEGE_ADJUSTABLE_CROSSBAR","","","","$11144582","cba_rewards_onslaught.scar","602"
"onslaught","french","2000","age","","","4","Option_Reward_Age","$11149426","cba_rewards_onslaught.scar","607"
"onslaught","french","2100","upgrade_const","AGS_UP_D_RANGED_III","","","","$11166510","cba_rewards_onslaught.scar","612"
"onslaught","french","2200","upgrade_const","AGS_UP_A_RANGED_III","","","","$11166540","cba_rewards_onslaught.scar","616"
"onslaught","french","2300","upgrade_const","AGS_UP_BARDING","","","","$11143344","cba_rewards_onslaught.scar","620"
"onslaught","french","2400","upgrade_const","AGS_UP_BIOLOGY","","","","$11155932","cba_rewards_onslaught.scar","624"
"onslaught","french","2500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_fre","40","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","628"
"onslaught","french","2600","upgradeBP","upgrade_cavalry_cantled_saddle_fre","","","","Loc:""$42764"",""$11153830""","cba_rewards_onslaught.scar","633"
"onslaught","french","2750","upgradeBP","upgrade_cavalry_bloodline_fre","","","","Loc:""$42764"",""$11146004""","cba_rewards_onslaught.scar","637"
"onslaught","french","2850","upgradeBP","upgrade_cavalry_grapered_lance_fre","","","","Loc:""$42764"",""$11143350""","cba_rewards_onslaught.scar","641"
"onslaught","french","3000","upgrade_const","AGS_UP_GRAPERED_LANCE","","","","$11143350","cba_rewards_onslaught.scar","645"
"onslaught","french","3100","upgrade_const","AGS_UP_RANGED_INCENDIARY","","","","$11143381","cba_rewards_onslaught.scar","658"
"onslaught","french","3250","upgrade_const","AGS_UP_MILITARY_ACADEMY","","","","$11143314","cba_rewards_onslaught.scar","649"
"onslaught","french","3500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_fre","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","653"
"onslaught","french","4000","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_fre","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","662"
"onslaught","french","4250","upgrade_const","AGS_UP_ARCHITECTURE","","","","$11155725","cba_rewards_onslaught.scar","667"
"onslaught","french","4500","upgrade_const","AGS_UP_CHEMISTRY","","","","$11143390","cba_rewards_onslaught.scar","671"
"onslaught","french","5000","upgrade_const","AGS_UP_SIEGE_WORKS","","","","$11155930","cba_rewards_onslaught.scar","675"
"onslaught","french","5250","upgrade_const","AGS_UP_SIEGE_SPEED","","","","$11168900","cba_rewards_onslaught.scar","679"
"onslaught","french","7500","unknown","","","","","$11119564","cba_rewards_onslaught.scar","683"
"onslaught","french","10000","unknown","","","","","$11144562","cba_rewards_onslaught.scar","687"
"onslaught","french","50000","unknown","","","","","$1754","cba_rewards_onslaught.scar","691"
"onslaught","french_ha_01","0","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_fre","40","","","","cba_rewards_onslaught.scar","2304"
"onslaught","french_ha_01","100","upgrade_const","AGS_UP_SIEGE_ENGINEERS","","","","$1000893","cba_rewards_onslaught.scar","2308"
"onslaught","french_ha_01","350","upgrade_const","AGS_UP_D_MELEE_I","","","","$11166446","cba_rewards_onslaught.scar","2312"
"onslaught","french_ha_01","400","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_fre","50","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","2316"
"onslaught","french_ha_01","450","upgrade_const","AGS_UP_SIEGE_ROLLER_TRIGGER","","","","$11143393","cba_rewards_onslaught.scar","2321"
"onslaught","french_ha_01","500","age","","","2","Option_Reward_Age","$11149424","cba_rewards_onslaught.scar","2326"
"onslaught","french_ha_01","600","upgrade_const","AGS_UP_D_RANGED_I","","","","$11166508","cba_rewards_onslaught.scar","2331"
"onslaught","french_ha_01","700","upgrade_const","AGS_UP_D_MELEE_II","","","","$11166450","cba_rewards_onslaught.scar","2335"
"onslaught","french_ha_01","800","upgrade_const","AGS_UP_A_RANGED_I","","","","$11166532","cba_rewards_onslaught.scar","2339"
"onslaught","french_ha_01","900","upgrade_const","AGS_UP_A_MELEE_II","","","","$11166393","cba_rewards_onslaught.scar","2343"
"onslaught","french_ha_01","1000","age","","","3","Option_Reward_Age","$11149425","cba_rewards_onslaught.scar","2348"
"onslaught","french_ha_01","1100","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_manatarms_3_fre","60","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","2353"
"onslaught","french_ha_01","1200","upgrade_const","AGS_UP_D_RANGED_II","","","","$11166509","cba_rewards_onslaught.scar","2358"
"onslaught","french_ha_01","1300","upgrade_const","AGS_UP_SPEARMAN_ELITE","","","","$11168127","cba_rewards_onslaught.scar","2362"
"onslaught","french_ha_01","1400","upgrade_const","AGS_UP_D_MELEE_III","","","","$11166451","cba_rewards_onslaught.scar","2366"
"onslaught","french_ha_01","1600","upgrade_const","AGS_UP_A_RANGED_II","","","","$11166539","cba_rewards_onslaught.scar","2370"
"onslaught","french_ha_01","1700","upgrade_const","AGS_UP_MANATARMS_ELITE","","","","$11168132","cba_rewards_onslaught.scar","2374"
"onslaught","french_ha_01","1800","upgrade_const","AGS_UP_A_MELEE_III","","","","$11166402","cba_rewards_onslaught.scar","2378"
"onslaught","french_ha_01","1900","upgrade_const","AGS_UP_SIEGE_ADJUSTABLE_CROSSBAR","","","","$11144582","cba_rewards_onslaught.scar","2382"
"onslaught","french_ha_01","2000","age","","","4","Option_Reward_Age","$11149426","cba_rewards_onslaught.scar","2387"
"onslaught","french_ha_01","2100","upgrade_const","AGS_UP_D_RANGED_III","","","","$11166510","cba_rewards_onslaught.scar","2392"
"onslaught","french_ha_01","2200","upgrade_const","AGS_UP_A_RANGED_III","","","","$11166540","cba_rewards_onslaught.scar","2396"
"onslaught","french_ha_01","2300","upgrade_const","AGS_UP_BARDING","","","","$11143344","cba_rewards_onslaught.scar","2400"
"onslaught","french_ha_01","2400","upgrade_const","AGS_UP_BIOLOGY","","","","$11155932","cba_rewards_onslaught.scar","2404"
"onslaught","french_ha_01","2500","upgrade_const+unit_upgrade","BP_GetSquadBlueprint|unit_knight_4_fre","40","","","Loc:""$11004775"", Loc_FormatText(""$11219110"",""$42814""","cba_rewards_onslaught.scar","2408"
